,postcode,easting,northing,Unnamed: 0,price,date,type,seconds,years
15539128,S71TB,434419,384489,12626410,123500,2006-06-09 00:00,S,1149807600.0,2006.0
15538422,S71RH,434200,384637,24237031,90000,2019-02-25 00:00,F,1551052800.0,2019.0
15284766,S118YA,433616,385635,9095898,95000,2003-02-14 00:00,T,1045180800.0,2003.0
15325580,S24UD,435152,385770,16982313,85000,2011-11-23 00:00,T,1322006400.0,2011.0
15611820,S88ST,435034,383247,10597419,129950,2004-04-08 00:00,S,1081378800.0,2004.0
15602589,S80GR,434585,382780,10964504,98000,2004-07-07 00:00,T,1089154800.0,2004.0
15605583,S80ZN,434957,385275,8242263,54500,2002-08-23 00:00,T,1030057200.0,2002.0
15540205,S72EH,433654,384215,12337391,192500,2005-09-29 00:00,S,1127948400.0,2005.0
15614601,S89NF,435840,383891,10244801,123000,2004-04-08 00:00,S,1081378800.0,2004.0
15323808,S23QT,436214,385725,20947986,179995,2015-12-17 00:00,S,1450310400.0,2015.0
15604155,S80PH,434433,383854,23171557,128450,2018-02-01 00:00,T,1517443200.0,2018.0
15603491,S80NH,434436,383690,7971634,47750,2002-04-29 00:00,T,1020034800.0,2002.0
15602634,S80GS,434653,382732,11783983,117500,2005-09-15 00:00,T,1126738800.0,2005.0
15602817,S80HD,434323,382998,20798125,200000,2015-11-18 00:00,T,1447804800.0,2015.0
15603670,S80NN,434542,383367,23058041,200000,2017-11-24 00:00,S,1511481600.0,2017.0
15611400,S88QU,435001,383147,17305158,175000,2011-02-28 00:00,T,1298851200.0,2011.0
15615719,S89UL,435412,384936,12282002,93995,2005-05-06 00:00,S,1115334000.0,2005.0
15281486,S118BG,434495,385881,13218463,136000,2006-09-14 00:00,T,1158188400.0,2006.0
15540983,S72LJ,433205,383083,23674972,360000,2018-09-06 00:00,S,1536188400.0,2018.0
15323427,S23ND,436170,384699,13223537,87500,2006-01-12 00:00,S,1137024000.0,2006.0
15611139,S88QJ,434939,382961,6941047,53500,2001-06-12 00:00,T,992300400.0,2001.0
15323271,S23HW,436039,384984,20080174,150000,2015-10-23 00:00,T,1445554800.0,2015.0
15602209,S80EU,433543,382512,17814823,268600,2012-06-15 00:00,S,1339714800.0,2012.0
15322277,S23DX,435687,384990,21505349,68000,2016-11-04 00:00,T,1478217600.0,2016.0
15538362,S71RD,434428,384635,15578777,203000,2008-06-04 00:00,T,1212534000.0,2008.0
15602155,S80EQ,433556,382341,14727105,265000,2007-03-20 00:00,D,1174348800.0,2007.0
15286164,S119DW,433013,385179,19157531,189995,2014-06-20 00:00,F,1403218800.0,2014.0
15540808,S72HG,433015,383639,14786707,295000,2007-04-12 00:00,S,1176332400.0,2007.0
15611394,S88QU,435001,383147,10320582,43511,2004-03-31 00:00,D,1080687600.0,2004.0
15602532,S80GP,434567,382810,19648382,189950,2014-10-02 00:00,T,1412204400.0,2014.0
15603440,S80NE,434367,383403,12948255,124000,2006-08-18 00:00,T,1155855600.0,2006.0
15536727,S71FF,434927,385364,13170443,130000,2006-03-07 00:00,T,1141689600.0,2006.0
15284927,S118YF,433771,385637,12975942,206500,2006-05-22 00:00,T,1148252400.0,2006.0
15538562,S71RS,434256,384409,17644364,196275,2012-05-11 00:00,T,1336690800.0,2012.0
15614351,S89JF,435839,383966,6288034,70000,2001-02-28 00:00,S,983318400.0,2001.0
15602005,S80EG,433440,382605,15836050,152500,2009-08-28 00:00,S,1251414000.0,2009.0
15305141,S141AT,436917,382652,17214836,73000,2011-02-28 00:00,T,1298851200.0,2011.0
15608815,S88AD,436289,382549,21247337,220000,2016-02-26 00:00,S,1456444800.0,2016.0
15325271,S24RQ,435280,385862,14820130,156801,2007-05-30 00:00,F,1180479600.0,2007.0
15604987,S80SR,434709,382626,10217307,133350,2004-09-09 00:00,F,1094684400.0,2004.0
15536751,S71FG,434901,385293,15316952,113500,2008-01-11 00:00,T,1200009600.0,2008.0
15536103,S71BX,434826,385456,23513817,163000,2018-05-04 00:00,T,1525388400.0,2018.0
15281636,S118BY,434810,385938,12232138,118000,2005-01-27 00:00,S,1106784000.0,2005.0
15538050,S71NT,433926,385425,11733287,225000,2005-12-16 00:00,F,1134691200.0,2005.0
15601959,S80EF,433610,382409,7353293,86000,2001-07-18 00:00,S,995410800.0,2001.0
15536201,S71DD,434738,385609,8524153,68000,2002-03-11 00:00,T,1015804800.0,2002.0
15538567,S71RS,434256,384409,19954475,210000,2014-12-03 00:00,S,1417564800.0,2014.0
15602914,S80HH,434379,382835,16904195,110000,2011-06-27 00:00,S,1309129200.0,2011.0
15539767,S72DF,434164,384067,12080315,90250,2005-05-20 00:00,F,1116543600.0,2005.0
15304992,S141AB,436643,382706,12438735,197000,2006-09-22 00:00,S,1158879600.0,2006.0
15536376,S71DH,434741,385350,7456058,52000,2001-02-21 00:00,T,982713600.0,2001.0
15605229,S80UQ,434388,384257,13290469,105000,2006-05-05 00:00,T,1146783600.0,2006.0
15285010,S118YJ,433884,385687,22338211,220000,2017-05-22 00:00,O,1495407600.0,2017.0
15537660,S71LE,434608,385447,15531398,380000,2008-10-31 00:00,D,1225411200.0,2008.0
15281528,S118BJ,434566,385849,8905006,52000,2003-10-31 00:00,T,1067558400.0,2003.0
15604906,S80SB,434792,383320,8096091,55000,2002-11-08 00:00,T,1036713600.0,2002.0
15603356,S80JX,434188,383505,14304899,180000,2007-11-22 00:00,S,1195689600.0,2007.0
15604378,S80PS,434725,383193,8330483,163000,2002-09-16 00:00,S,1032130800.0,2002.0
15283609,S118TU,433123,385590,8448362,182000,2002-12-10 00:00,T,1039478400.0,2002.0
15321922,S23AN,435977,384764,17078568,100000,2011-01-28 00:00,T,1296172800.0,2011.0
15602716,S80GX,434381,383088,13973833,113500,2007-07-27 00:00,T,1185490800.0,2007.0
15538114,S71NW,434236,385327,16307191,225000,2010-04-23 00:00,D,1271977200.0,2010.0
15613523,S89FJ,435000,384459,6702767,125000,2001-12-19 00:00,S,1008720000.0,2001.0
15602215,S80EU,433543,382512,22873234,308619,2017-07-11 00:00,D,1499727600.0,2017.0
15611417,S88QW,434972,383098,8269785,103000,2002-08-23 00:00,S,1030057200.0,2002.0
15537287,S71HB,434488,384929,10694936,119000,2004-07-15 00:00,T,1089846000.0,2004.0
15538165,S71NZ,434125,385146,9627247,160500,2003-07-09 00:00,S,1057705200.0,2003.0
15281539,S118BJ,434566,385849,17466087,105000,2011-06-03 00:00,T,1307055600.0,2011.0
15611410,S88QU,435001,383147,22893144,240000,2017-07-20 00:00,T,1500505200.0,2017.0
15325568,S24UD,435152,385770,11187199,105000,2004-08-11 00:00,T,1092178800.0,2004.0
15602513,S80GP,434567,382810,13170786,160000,2006-10-10 00:00,T,1160434800.0,2006.0
15322660,S23GX,435747,385416,19068786,130000,2014-11-21 00:00,T,1416528000.0,2014.0
15602543,S80GP,434567,382810,24077903,190000,2018-12-31 00:00,T,1546214400.0,2018.0
15539085,S71SQ,433808,384613,6461195,65000,2001-10-19 00:00,F,1003446000.0,2001.0
15603138,S80JG,434643,383096,11817720,102000,2005-08-12 00:00,S,1123801200.0,2005.0
15611507,S88RF,435203,383145,21131872,221000,2016-10-21 00:00,D,1477004400.0,2016.0
15282734,S118QD,433675,385850,23824491,181900,2018-09-28 00:00,T,1538089200.0,2018.0
15605733,S80ZW,435106,385414,9887536,75000,2003-08-14 00:00,S,1060815600.0,2003.0
15538641,S71RW,434079,384590,17244585,370000,2011-09-08 00:00,S,1315436400.0,2011.0
15281813,S118FQ,434431,385971,18863454,185000,2013-05-24 00:00,T,1369350000.0,2013.0
15611540,S88RJ,435260,383091,13361076,127370,2006-06-08 00:00,T,1149721200.0,2006.0
15604683,S80RL,435011,384745,12047750,52119,2005-09-23 00:00,T,1127430000.0,2005.0
15285241,S119AB,433879,385208,11008290,375000,2004-08-13 00:00,D,1092351600.0,2004.0
15605931,S87BH,434040,382007,9635026,149950,2003-10-31 00:00,D,1067558400.0,2003.0
15537974,S71NL,434295,385363,14090479,350000,2007-08-30 00:00,S,1188428400.0,2007.0
15603836,S80NT,434580,383729,24227508,132500,2019-04-10 00:00,T,1554850800.0,2019.0
15541378,S72PZ,433311,383054,17954561,99750,2012-12-19 00:00,F,1355875200.0,2012.0
15285366,S119AL,433715,385264,19803155,630000,2014-12-12 00:00,D,1418342400.0,2014.0
15536298,S71DF,434779,385381,8428008,71500,2002-02-08 00:00,T,1013126400.0,2002.0
15540757,S72HB,433404,383418,19491596,499000,2014-07-04 00:00,D,1404428400.0,2014.0
15602905,S80HH,434379,382835,13752207,117000,2007-07-26 00:00,D,1185404400.0,2007.0
15536890,S71GF,434655,384984,11589650,91000,2005-11-07 00:00,T,1131321600.0,2005.0
15601463,S80BB,434464,382501,24052174,260000,2018-12-21 00:00,T,1545350400.0,2018.0
15536791,S71FL,434790,385118,11019645,100000,2004-09-30 00:00,F,1096498800.0,2004.0
15322247,S23DU,435577,385143,20037483,104000,2015-01-26 00:00,F,1422230400.0,2015.0
15285368,S119AL,433715,385264,20274379,160017,2015-09-11 00:00,F,1441926000.0,2015.0
15538073,S71NT,433926,385425,14378849,180000,2007-10-18 00:00,F,1192662000.0,2007.0
15284559,S118XL,433569,385560,7083064,89250,2001-05-31 00:00,T,991263600.0,2001.0
15608737,S87UQ,434267,382199,10620602,100000,2004-03-12 00:00,S,1079049600.0,2004.0
15283673,S118TW,433121,385619,15511988,184000,2008-12-01 00:00,S,1228089600.0,2008.0
15538028,S71NQ,433975,385418,16603543,149950,2010-12-22 00:00,F,1292976000.0,2010.0
15285603,S119BJ,433451,384906,15235304,819274,2008-08-20 00:00,D,1219186800.0,2008.0
15602994,S80HR,434214,383156,10652323,175000,2004-09-14 00:00,S,1095116400.0,2004.0
15281795,S118FQ,434431,385971,7959662,38450,2002-01-11 00:00,T,1010707200.0,2002.0
15602584,S80GR,434585,382780,9652452,108000,2003-04-30 00:00,T,1051657200.0,2003.0
15538883,S71SF,433939,384843,12336158,114875,2005-02-18 00:00,F,1108684800.0,2005.0
15322796,S23HB,435680,385468,8349881,68000,2002-05-31 00:00,T,1022799600.0,2002.0
15305129,S141AS,436825,382510,18913620,44000,2013-07-10 00:00,F,1373410800.0,2013.0
15539288,S72BG,434323,384192,12077123,85000,2005-08-05 00:00,T,1123196400.0,2005.0
15322853,S23HB,435680,385468,22875207,165000,2017-07-27 00:00,T,1501110000.0,2017.0
15612758,S89DE,434904,383925,13487001,132100,2006-09-22 00:00,T,1158879600.0,2006.0
15610640,S88PJ,435692,383156,6575833,78300,2001-06-12 00:00,S,992300400.0,2001.0
15604439,S80PW,434660,383292,11107818,93950,2004-12-21 00:00,F,1103587200.0,2004.0
15322861,S23HE,435431,385503,13690375,71000,2007-10-23 00:00,T,1193094000.0,2007.0
15539531,S72BS,434254,384373,17542525,179000,2011-02-21 00:00,S,1298246400.0,2011.0
15609051,S88BN,436284,382119,24223240,100000,2019-04-02 00:00,F,1554159600.0,2019.0
15284273,S118UP,433117,385391,22758431,178675,2017-10-24 00:00,O,1508799600.0,2017.0
15602979,S80HP,434174,383112,15904807,149000,2009-05-15 00:00,S,1242342000.0,2009.0
15614265,S89HZ,435768,384219,19290068,205000,2014-03-10 00:00,D,1394409600.0,2014.0
15608799,S88AD,436289,382549,20358131,232500,2015-12-11 00:00,D,1449792000.0,2015.0
15282710,S118QB,433726,385872,17936203,172500,2012-03-23 00:00,S,1332460800.0,2012.0
15541305,S72NF,433109,383145,20342650,340000,2015-09-11 00:00,T,1441926000.0,2015.0
15536504,S71DP,434705,385386,12705992,279950,2006-05-25 00:00,D,1148511600.0,2006.0
15538371,S71RD,434428,384635,23361066,210000,2018-05-25 00:00,T,1527202800.0,2018.0
15305699,S141LB,436781,384194,13250572,87950,2006-09-08 00:00,T,1157670000.0,2006.0
15285590,S119BH,433259,385146,19851410,675000,2014-03-28 00:00,D,1395964800.0,2014.0
15536859,S71FU,434546,384688,12072177,95000,2005-04-29 00:00,T,1114729200.0,2005.0
15610852,S88PX,435398,383504,23170703,155000,2018-01-03 00:00,T,1514937600.0,2018.0
15285903,S119DG,433453,384627,18823917,315000,2013-07-15 00:00,D,1373842800.0,2013.0
15281865,S118FW,434332,385839,15195180,160000,2008-01-18 00:00,F,1200614400.0,2008.0
15611377,S88QS,434964,383016,19648450,108000,2014-03-14 00:00,T,1394755200.0,2014.0
15615336,S89RA,435214,384600,14355224,87000,2007-10-05 00:00,F,1191538800.0,2007.0
15536339,S71DG,434761,385367,12550946,125000,2006-08-21 00:00,T,1156114800.0,2006.0
15605776,S80ZX,435121,385449,8264423,51450,2002-02-22 00:00,F,1014336000.0,2002.0
15612657,S89DA,434988,384044,7270928,50000,2001-06-19 00:00,T,992905200.0,2001.0
15605356,S80UT,434409,384371,10976175,90500,2004-05-28 00:00,T,1085698800.0,2004.0
15284553,S118XJ,433386,385649,18551951,189950,2013-03-04 00:00,T,1362355200.0,2013.0
15605970,S87BH,434040,382007,22877230,272000,2017-07-21 00:00,D,1500591600.0,2017.0
15540013,S72DX,434143,384228,9459271,250000,2003-11-13 00:00,S,1068681600.0,2003.0
15537617,S71LB,434691,385642,11361794,52000,2005-03-31 00:00,F,1112223600.0,2005.0
15610327,S88LF,436430,382737,22903448,283500,2017-07-03 00:00,D,1499036400.0,2017.0
15305767,S141LT,436680,384249,15280270,88500,2008-05-02 00:00,T,1209682800.0,2008.0
15321807,S23AD,435628,385323,15688989,168000,2009-06-26 00:00,T,1245970800.0,2009.0
15539166,S72AX,434253,383939,9881036,80000,2003-07-31 00:00,T,1059606000.0,2003.0
15605659,S80ZT,435057,385329,8737962,46000,2002-12-10 00:00,T,1039478400.0,2002.0
15281551,S118BL,434498,385926,13378969,96000,2006-10-30 00:00,T,1162166400.0,2006.0
15322654,S23GX,435747,385416,15750116,80000,2009-06-12 00:00,S,1244761200.0,2009.0
15612023,S88SZ,434912,383319,19815960,116600,2014-05-23 00:00,T,1400799600.0,2014.0
15281649,S118BY,434810,385938,15962119,100000,2009-06-12 00:00,T,1244761200.0,2009.0
15603602,S80NL,434503,383530,7977353,46000,2002-05-17 00:00,T,1021590000.0,2002.0
15283631,S118TU,433123,385590,14632503,207500,2007-04-20 00:00,S,1177023600.0,2007.0
15604412,S80PW,434660,383292,10453308,128950,2004-12-23 00:00,F,1103760000.0,2004.0
15610538,S88PF,435666,383233,23642428,265000,2018-07-03 00:00,D,1530572400.0,2018.0
15323944,S23RQ,436160,385606,21259560,85000,2016-08-31 00:00,T,1472598000.0,2016.0
15305839,S141PL,436587,384423,17324497,38500,2011-01-07 00:00,F,1294358400.0,2011.0
15602489,S80GN,434477,382649,20956926,167225,2015-08-14 00:00,S,1439506800.0,2015.0
15284853,S118YE,433681,385671,6295532,99000,2001-08-02 00:00,T,996706800.0,2001.0
15604612,S80RB,434678,383492,16017915,171000,2009-11-20 00:00,D,1258675200.0,2009.0
15285577,S119BG,433140,385223,19753021,489195,2014-03-07 00:00,D,1394150400.0,2014.0
15613277,S89EH,434789,384126,20891940,90000,2015-01-07 00:00,T,1420588800.0,2015.0
15611549,S88RJ,435260,383091,19201433,132500,2014-08-29 00:00,T,1409266800.0,2014.0
15285053,S118YP,433776,385529,14446132,380000,2007-02-23 00:00,D,1172188800.0,2007.0
15305287,S141BZ,436965,382493,7426421,36000,2001-07-18 00:00,T,995410800.0,2001.0
15283342,S118SA,433147,385856,10943386,210000,2004-03-31 00:00,D,1080687600.0,2004.0
15284985,S118YJ,433884,385687,14204922,225000,2007-08-30 00:00,T,1188428400.0,2007.0
15537912,S71NE,434318,385416,16042107,624000,2009-09-02 00:00,D,1251846000.0,2009.0
15602110,S80EL,433228,382251,22731210,355000,2017-10-06 00:00,S,1507244400.0,2017.0
15613912,S89HB,435491,384338,8490080,63000,2002-10-11 00:00,T,1034290800.0,2002.0
15611773,S88SQ,435248,383547,14821680,168000,2007-02-02 00:00,S,1170374400.0,2007.0
15281785,S118DS,434670,385824,19727616,40000,2014-08-21 00:00,F,1408575600.0,2014.0
15323436,S23NE,435999,384836,8174843,28000,2002-10-14 00:00,F,1034550000.0,2002.0
15612979,S89DN,435016,384050,19138548,129950,2014-02-14 00:00,T,1392336000.0,2014.0
15602100,S80EL,433228,382251,12523826,223000,2006-05-12 00:00,D,1147388400.0,2006.0
15324635,S24DL,435611,385838,10744040,115000,2004-09-23 00:00,T,1095894000.0,2004.0
15612054,S88TA,434891,383369,9375960,65000,2003-01-31 00:00,T,1043971200.0,2003.0
15610165,S88JT,436101,382281,16619955,315000,2010-12-10 00:00,D,1291939200.0,2010.0
15324667,S24DR,435525,385680,7241247,27000,2001-05-25 00:00,T,990745200.0,2001.0
15540547,S72GL,433419,383732,19952396,277950,2014-09-05 00:00,S,1409871600.0,2014.0
15539734,S72DE,434144,384045,20902986,107000,2015-02-27 00:00,T,1424995200.0,2015.0
15282592,S118NW,433905,385954,10361779,150000,2004-01-15 00:00,T,1074124800.0,2004.0
15284537,S118XH,433473,385492,22901088,200000,2017-06-27 00:00,T,1498518000.0,2017.0
15611160,S88QJ,434939,382961,12358838,117000,2006-04-03 00:00,T,1144018800.0,2006.0
15615085,S89QE,435653,384424,20661032,105000,2015-12-18 00:00,T,1450396800.0,2015.0
15603452,S80NE,434367,383403,18352430,92000,2013-02-06 00:00,S,1360108800.0,2013.0
15602237,S80EX,433844,382333,23839890,495882,2018-11-23 00:00,O,1542931200.0,2018.0
15285829,S119BW,433895,384486,23299626,80000,2018-07-18 00:00,F,1531868400.0,2018.0
15281291,S118AN,434546,385705,14643203,170000,2007-04-27 00:00,T,1177628400.0,2007.0
15284473,S118XA,433301,385618,19935565,215000,2014-03-14 00:00,T,1394755200.0,2014.0
15284893,S118YE,433681,385671,14164835,266000,2007-08-17 00:00,T,1187305200.0,2007.0
15612917,S89DL,434882,384103,10408593,96000,2004-01-07 00:00,S,1073433600.0,2004.0
15536595,S71DT,434693,385108,23057662,195700,2017-11-16 00:00,T,1510790400.0,2017.0
15538121,S71NW,434236,385327,22067598,404500,2017-12-06 00:00,O,1512518400.0,2017.0
15285424,S119AS,433520,385344,10558979,117000,2004-10-22 00:00,F,1098399600.0,2004.0
15610191,S88JY,435809,382169,14645044,317500,2007-12-14 00:00,F,1197590400.0,2007.0
15325434,S24ST,435357,385856,14821197,108457,2007-05-31 00:00,F,1180566000.0,2007.0
15284447,S118XA,433301,385618,7034686,70000,2001-02-09 00:00,T,981676800.0,2001.0
15605158,S80UN,434355,384186,7142791,45000,2001-11-16 00:00,T,1005868800.0,2001.0
15539651,S72DD,434086,384098,6547264,110000,2001-11-30 00:00,T,1007078400.0,2001.0
15537024,S71GL,434574,385003,19512829,179000,2014-08-29 00:00,T,1409266800.0,2014.0
15539665,S72DD,434086,384098,13850133,236000,2007-06-01 00:00,D,1180652400.0,2007.0
15325711,S24UR,435116,385664,22105534,120000,2017-02-10 00:00,T,1486684800.0,2017.0
15284437,S118WB,433418,385517,14180120,349000,2007-12-14 00:00,S,1197590400.0,2007.0
15613037,S89EB,434663,384161,7680278,82500,2002-06-28 00:00,S,1025218800.0,2002.0
15612075,S88TA,434891,383369,12584142,103500,2006-02-23 00:00,T,1140652800.0,2006.0
15615657,S89TJ,435194,384841,21015019,137500,2015-06-05 00:00,T,1433458800.0,2015.0
15603290,S80JT,434200,383582,9625739,139950,2003-12-12 00:00,S,1071187200.0,2003.0
15610511,S88PF,435666,383233,7171070,49950,2001-12-05 00:00,F,1007510400.0,2001.0
15539487,S72BR,434032,384342,11178387,140000,2004-08-09 00:00,S,1092006000.0,2004.0
15323900,S23RL,436420,385915,13783970,110495,2007-06-28 00:00,F,1182985200.0,2007.0
15612882,S89DH,434738,384078,22451321,135500,2017-01-23 00:00,T,1485129600.0,2017.0
15602792,S80HB,434218,383093,23310753,136000,2018-04-05 00:00,T,1522882800.0,2018.0
15613261,S89EG,434674,384183,23711405,210750,2018-08-09 00:00,S,1533769200.0,2018.0
15325423,S24ST,435357,385856,14618179,95157,2007-05-31 00:00,F,1180566000.0,2007.0
15286052,S119DQ,433641,384945,24052505,205000,2018-12-06 00:00,F,1544054400.0,2018.0
15537278,S71HA,434490,384899,24359774,229550,2019-04-16 00:00,T,1555369200.0,2019.0
15602300,S80FA,433697,382552,23826213,240000,2018-11-09 00:00,S,1541721600.0,2018.0
15605640,S80ZQ,435041,385303,15205172,81500,2008-04-18 00:00,F,1208473200.0,2008.0
15539298,S72BG,434323,384192,21945938,180000,2016-12-09 00:00,F,1481241600.0,2016.0
15604367,S80PR,434753,383308,11433542,80000,2005-03-07 00:00,T,1110153600.0,2005.0
15285614,S119BL,433092,385103,16676382,199950,2010-02-23 00:00,D,1266883200.0,2010.0
15611403,S88QU,435001,383147,17679624,156000,2012-04-04 00:00,D,1333494000.0,2012.0
15322381,S23GD,435772,385615,7531502,50000,2002-06-18 00:00,T,1024354800.0,2002.0
15610153,S88JT,436101,382281,6940751,169000,2001-03-09 00:00,D,984096000.0,2001.0
15536471,S71DN,434677,385397,10257252,60000,2004-06-02 00:00,D,1086130800.0,2004.0
15323274,S23HW,436039,384984,20392633,142000,2015-04-13 00:00,T,1428879600.0,2015.0
15601608,S80BN,434342,382535,12923125,167000,2006-03-27 00:00,S,1143414000.0,2006.0
15612391,S89BJ,435355,383825,10440993,140000,2004-07-30 00:00,S,1091142000.0,2004.0
15322663,S23GX,435747,385416,19737409,124950,2014-12-05 00:00,T,1417737600.0,2014.0
15325546,S24TH,435172,385697,13742238,126000,2007-05-03 00:00,T,1178146800.0,2007.0
15541352,S72PZ,433311,383054,9458043,108000,2003-06-05 00:00,F,1054767600.0,2003.0
15615504,S89SD,435763,384662,12245131,139950,2005-09-01 00:00,S,1125529200.0,2005.0
15540695,S72GX,433249,383662,6907567,120000,2001-12-21 00:00,D,1008892800.0,2001.0
15611458,S88QY,435054,383116,22831903,150000,2017-08-04 00:00,T,1501801200.0,2017.0
15284035,S118UG,433222,385567,7155815,83500,2001-06-20 00:00,T,992991600.0,2001.0
15539871,S72DL,434060,384025,15983237,275000,2009-01-16 00:00,S,1232064000.0,2009.0
15537750,S71LR,434186,385046,16001978,390000,2009-12-23 00:00,D,1261526400.0,2009.0
15282817,S118QH,433490,385815,6855995,75000,2001-10-18 00:00,T,1003359600.0,2001.0
15601754,S80BW,433508,382222,10401236,325000,2004-01-14 00:00,D,1074038400.0,2004.0
15284210,S118UN,433130,385434,19279373,162500,2014-09-12 00:00,T,1410476400.0,2014.0
15286575,S119FE,433220,384559,21365832,215000,2016-04-29 00:00,S,1461884400.0,2016.0
15323122,S23HU,436197,384985,16046640,135000,2009-06-05 00:00,T,1244156400.0,2009.0
15537741,S71LQ,434414,385295,22804070,390000,2017-09-25 00:00,S,1506294000.0,2017.0
15614243,S89HZ,435768,384219,7227467,21000,2001-05-11 00:00,F,989535600.0,2001.0
15615516,S89SF,435727,384635,14983436,134950,2008-01-18 00:00,S,1200614400.0,2008.0
15538775,S71SA,434052,384870,12900269,201270,2006-04-18 00:00,T,1145314800.0,2006.0
15305385,S141DL,436891,382217,15913069,295000,2009-10-23 00:00,T,1256252400.0,2009.0
15605705,S80ZU,435031,385356,14635812,105000,2007-01-29 00:00,T,1170028800.0,2007.0
15605786,S80ZX,435121,385449,8888831,66950,2003-05-23 00:00,F,1053644400.0,2003.0
15610659,S88PL,435671,383108,8111239,75000,2002-09-30 00:00,S,1033340400.0,2002.0
15612445,S89BS,435037,383835,14653961,180000,2007-06-08 00:00,D,1181257200.0,2007.0
15602720,S80GX,434381,383088,16528839,172000,2010-01-29 00:00,S,1264723200.0,2010.0
15537085,S71GQ,434388,384887,6970980,86000,2001-02-28 00:00,F,983318400.0,2001.0
15614206,S89HW,435918,384419,22873231,135000,2017-07-27 00:00,T,1501110000.0,2017.0
15536430,S71DH,434741,385350,20632620,115000,2015-01-15 00:00,T,1421280000.0,2015.0
15611245,S88QN,435115,382985,14677430,132000,2007-07-10 00:00,T,1184022000.0,2007.0
15602019,S80EG,433440,382605,21405259,390000,2016-04-22 00:00,D,1461279600.0,2016.0
15324899,S24EX,435450,385792,11220032,78950,2004-06-04 00:00,T,1086303600.0,2004.0
15284142,S118UL,433279,385516,15866813,213000,2009-09-23 00:00,S,1253660400.0,2009.0
15612229,S88TE,434867,383435,15844099,116000,2009-09-04 00:00,T,1252018800.0,2009.0
15324683,S24DX,435249,385359,15517130,110000,2008-11-07 00:00,T,1226016000.0,2008.0
15539377,S72BL,434209,384022,15689585,140000,2009-07-23 00:00,T,1248303600.0,2009.0
15322134,S23BF,436485,385785,22855498,115000,2017-07-27 00:00,F,1501110000.0,2017.0
15610539,S88PF,435666,383233,24056160,202000,2018-12-14 00:00,S,1544745600.0,2018.0
15284327,S118UT,433107,385339,9579151,236000,2003-07-07 00:00,S,1057532400.0,2003.0
15539607,S72BZ,433842,384158,17006024,150000,2011-05-19 00:00,S,1305759600.0,2011.0
15283334,S118SA,433147,385856,6545012,142000,2001-07-16 00:00,T,995238000.0,2001.0
15601397,S80AJ,434296,382729,15279589,242950,2008-08-08 00:00,F,1218150000.0,2008.0
15605429,S80UY,434458,384396,10375155,81000,2004-12-07 00:00,T,1102377600.0,2004.0
15611001,S88QF,434881,382746,14591182,158000,2007-12-06 00:00,T,1196899200.0,2007.0
15610738,S88PQ,435441,383362,19674354,132000,2014-04-15 00:00,S,1397516400.0,2014.0
15538187,S71PB,433975,385012,12487535,395000,2006-02-20 00:00,S,1140393600.0,2006.0
15286198,S119DW,433013,385179,22372665,249999,2017-03-31 00:00,T,1490914800.0,2017.0
15602001,S80EG,433440,382605,14038241,250000,2007-03-27 00:00,D,1174950000.0,2007.0
15539125,S71TB,434419,384489,11040522,80000,2004-03-08 00:00,T,1078704000.0,2004.0
15283691,S118TW,433121,385619,21185768,254500,2016-11-28 00:00,T,1480291200.0,2016.0
15540441,S72GF,433330,383752,18036739,206500,2012-08-14 00:00,S,1344898800.0,2012.0
15284157,S118UL,433279,385516,20580044,193500,2015-12-18 00:00,T,1450396800.0,2015.0
15281769,S118DJ,434674,385994,13622556,70000,2006-07-28 00:00,T,1154041200.0,2006.0
15612113,S88TA,434891,383369,20340789,105000,2015-09-24 00:00,T,1443049200.0,2015.0
15611784,S88SQ,435248,383547,20459323,201000,2015-08-05 00:00,S,1438729200.0,2015.0
15284110,S118UJ,433249,385582,20154432,225000,2015-07-03 00:00,T,1435878000.0,2015.0
15612282,S88TH,434814,383541,15766358,119675,2009-09-04 00:00,S,1252018800.0,2009.0
15604209,S80PJ,434433,383789,23642793,150000,2018-05-25 00:00,T,1527202800.0,2018.0
15305306,S141BZ,436965,382493,15104264,92550,2008-02-01 00:00,T,1201824000.0,2008.0
15614976,S89QB,435444,384408,14377803,124950,2007-09-28 00:00,T,1190934000.0,2007.0
15610154,S88JT,436101,382281,7128101,176000,2001-06-29 00:00,D,993769200.0,2001.0
15615245,S89QW,435105,384744,8049404,111500,2002-05-31 00:00,T,1022799600.0,2002.0
15540925,S72LE,433375,383220,8478964,64000,2002-07-12 00:00,S,1026428400.0,2002.0
15610713,S88PP,435479,383273,10156536,190000,2004-04-02 00:00,S,1080860400.0,2004.0
15604479,S80PW,434660,383292,16834302,175000,2010-08-20 00:00,F,1282258800.0,2010.0
15610167,S88JT,436101,382281,19643598,315000,2014-08-11 00:00,D,1407711600.0,2014.0
15602048,S80EH,433469,382583,19704503,230000,2014-09-30 00:00,D,1412031600.0,2014.0
15324885,S24EW,435480,385814,20470336,103000,2015-01-08 00:00,T,1420675200.0,2015.0
15615472,S89RN,435553,384466,8204126,80000,2002-04-09 00:00,S,1018306800.0,2002.0
15614008,S89HG,435473,384303,10512757,210000,2004-11-01 00:00,S,1099267200.0,2004.0
15283391,S118SB,433239,385978,19112015,112000,2014-10-06 00:00,F,1412550000.0,2014.0
