,postcode,easting,northing,Unnamed: 0,price,date,type,seconds,years
15321905,S23AL,435883,384824,22625175,121000,2017-05-19 00:00,S,1495148400.0,2017.0
15603127,S80JF,434586,383066,20660705,130000,2015-12-14 00:00,T,1450051200.0,2015.0
15536605,S71DU,434640,385107,12866331,125000,2006-04-05 00:00,D,1144191600.0,2006.0
15538137,S71NX,434199,385281,13748464,26000,2007-12-03 00:00,S,1196640000.0,2007.0
15286207,S119DX,433037,385220,18562065,279995,2013-11-28 00:00,F,1385596800.0,2013.0
15612250,S88TG,434777,383578,6742531,15000,2001-10-09 00:00,T,1002582000.0,2001.0
15603772,S80NS,434316,383583,21228296,160000,2016-09-29 00:00,T,1475103600.0,2016.0
15615311,S89QZ,435671,384565,11494170,249950,2005-12-21 00:00,D,1135123200.0,2005.0
15604250,S80PL,434540,383608,24294627,115000,2019-03-29 00:00,T,1553817600.0,2019.0
15538394,S71RH,434200,384637,8629741,165000,2002-07-23 00:00,D,1027378800.0,2002.0
15305547,S141GB,436748,383013,21249303,87500,2016-08-15 00:00,T,1471215600.0,2016.0
15322461,S23GL,435840,385282,8460103,42000,2002-01-09 00:00,T,1010534400.0,2002.0
15323422,S23LR,436246,385081,22805743,110000,2017-08-17 00:00,T,1502924400.0,2017.0
15286215,S119DX,433037,385220,19439307,249995,2014-04-17 00:00,F,1397689200.0,2014.0
15323996,S23SP,436472,385536,15025149,135000,2008-06-12 00:00,F,1213225200.0,2008.0
15539680,S72DE,434144,384045,6891130,50000,2001-04-26 00:00,T,988239600.0,2001.0
15604811,S80RW,434724,383621,7700826,59950,2002-01-25 00:00,T,1011916800.0,2002.0
15284523,S118XG,433499,385510,21451159,297500,2016-12-13 00:00,T,1481587200.0,2016.0
15285465,S119AW,433468,385285,20927523,575000,2015-01-06 00:00,D,1420502400.0,2015.0
15615317,S89QZ,435671,384565,16161892,95000,2009-07-24 00:00,S,1248390000.0,2009.0
15612028,S88SZ,434912,383319,20874598,130000,2015-07-24 00:00,T,1437692400.0,2015.0
15540466,S72GG,433286,383747,15888718,207000,2009-07-01 00:00,S,1246402800.0,2009.0
15613940,S89HB,435491,384338,19546791,126000,2014-05-14 00:00,T,1400022000.0,2014.0
15286188,S119DW,433013,385179,20194026,399995,2015-04-02 00:00,T,1427929200.0,2015.0
15536985,S71GJ,434607,385015,12886510,126000,2006-06-30 00:00,T,1151622000.0,2006.0
15615399,S89RF,435346,384667,11365101,154000,2005-08-05 00:00,T,1123196400.0,2005.0
15603053,S80HY,434076,383220,23209506,285000,2018-07-11 00:00,D,1531263600.0,2018.0
15286125,S119DR,433668,384849,17648544,150000,2012-11-09 00:00,F,1352419200.0,2012.0
15285016,S118YJ,433884,385687,24227886,285000,2019-04-10 00:00,S,1554850800.0,2019.0
15602402,S80GG,434443,382732,22956611,340000,2017-06-16 00:00,D,1497567600.0,2017.0
15541531,S72QN,433440,383213,10320112,260000,2004-03-03 00:00,D,1078272000.0,2004.0
15605385,S80UT,434409,384371,19867591,110000,2014-08-26 00:00,T,1409007600.0,2014.0
15325509,S24TE,435082,385747,17663752,141000,2012-11-29 00:00,T,1354147200.0,2012.0
15610793,S88PS,435685,382844,22996207,380100,2017-11-03 00:00,D,1509667200.0,2017.0
15611588,S88RQ,434975,382834,8760042,118000,2002-08-07 00:00,S,1028674800.0,2002.0
15536463,S71DN,434677,385397,6974920,110000,2001-12-28 00:00,D,1009497600.0,2001.0
15612306,S89AD,435073,384749,15156330,121950,2008-07-15 00:00,F,1216076400.0,2008.0
15286156,S119DS,433754,384854,10869379,215000,2004-05-28 00:00,F,1085698800.0,2004.0
15285404,S119AQ,433706,385383,17530677,154000,2011-06-17 00:00,F,1308265200.0,2011.0
15539772,S72DF,434164,384067,13605861,160000,2006-10-30 00:00,S,1162166400.0,2006.0
15537626,S71LB,434691,385642,14895240,150000,2007-09-03 00:00,T,1188774000.0,2007.0
15538806,S71SB,433971,384887,6709820,85000,2001-07-20 00:00,T,995583600.0,2001.0
15612203,S88TD,434924,383420,15527934,115000,2008-05-16 00:00,T,1210892400.0,2008.0
15603244,S80JL,434684,382935,23707418,177000,2018-07-31 00:00,T,1532991600.0,2018.0
15540580,S72GP,433171,383783,12564333,275000,2006-05-11 00:00,D,1147302000.0,2006.0
15305044,S141AG,436725,382620,8563593,49950,2002-06-28 00:00,T,1025218800.0,2002.0
15602265,S80EZ,433627,382789,20140764,350000,2015-10-19 00:00,D,1445209200.0,2015.0
15602648,S80GS,434653,382732,17241269,166000,2011-09-30 00:00,S,1317337200.0,2011.0
15325029,S24HJ,435219,385292,11749558,120000,2005-03-29 00:00,T,1112050800.0,2005.0
15322917,S23HG,436116,385001,14373820,194995,2007-09-06 00:00,T,1189033200.0,2007.0
15610822,S88PU,435630,382768,17871043,127000,2012-01-27 00:00,S,1327622400.0,2012.0
15603401,S80ND,434280,383379,7155897,49000,2001-11-02 00:00,S,1004659200.0,2001.0
15604539,S80RA,434693,383567,13246471,135000,2006-07-11 00:00,T,1152572400.0,2006.0
15614705,S89NL,435418,383799,6974394,67950,2001-05-25 00:00,S,990745200.0,2001.0
15604564,S80RA,434693,383567,18218856,116000,2013-06-27 00:00,T,1372287600.0,2013.0
15538431,S71RJ,434151,384600,11431627,150000,2005-11-17 00:00,D,1132185600.0,2005.0
15285001,S118YJ,433884,385687,18321801,180000,2013-12-06 00:00,T,1386288000.0,2013.0
15285202,S118ZL,433496,385763,16755485,180000,2010-12-06 00:00,T,1291593600.0,2010.0
15611580,S88RN,435299,382749,14305450,175000,2007-10-16 00:00,S,1192489200.0,2007.0
15283687,S118TW,433121,385619,19747795,217500,2014-05-23 00:00,T,1400799600.0,2014.0
15324103,S23SX,436366,385523,15371413,137650,2008-11-10 00:00,T,1226275200.0,2008.0
15286800,S119GA,433126,384242,6988091,96500,2001-01-26 00:00,S,980467200.0,2001.0
15325340,S24RR,435280,385883,14887542,115000,2007-05-30 00:00,F,1180479600.0,2007.0
15283759,S118TZ,433005,385346,6772311,98000,2001-07-02 00:00,T,994028400.0,2001.0
15281796,S118FQ,434431,385971,7978584,51000,2002-10-18 00:00,T,1034895600.0,2002.0
15604932,S80SF,434831,382909,15985572,25000,2009-03-31 00:00,T,1238454000.0,2009.0
15325599,S24UF,435329,385735,8060665,46500,2002-05-23 00:00,T,1022108400.0,2002.0
15538285,S71PH,433899,384996,17433118,135101,2011-11-24 00:00,T,1322092800.0,2011.0
15284915,S118YE,433681,385671,23634627,239000,2018-06-29 00:00,T,1530226800.0,2018.0
15612342,S89BB,435231,383821,6902375,130000,2001-06-05 00:00,D,991695600.0,2001.0
15539224,S72AY,434242,383960,16197588,19500,2009-07-23 00:00,F,1248303600.0,2009.0
15322942,S23HG,436116,385001,16125690,93000,2009-05-11 00:00,F,1241996400.0,2009.0
15537178,S71GW,434314,384808,7772972,90000,2002-01-10 00:00,T,1010620800.0,2002.0
15322032,S23AW,435859,384593,20743527,133000,2015-01-05 00:00,S,1420416000.0,2015.0
15539262,S72BE,434351,384343,9625188,89950,2003-12-12 00:00,T,1071187200.0,2003.0
15283252,S118RY,433125,385961,6297922,68250,2001-05-04 00:00,S,988930800.0,2001.0
15601913,S80ED,433302,382374,21702668,380000,2016-02-12 00:00,D,1455235200.0,2016.0
15281536,S118BJ,434566,385849,16227539,35000,2010-10-01 00:00,T,1285887600.0,2010.0
15539792,S72DF,434164,384067,18676947,109000,2013-03-01 00:00,T,1362096000.0,2013.0
15537012,S71GL,434574,385003,14004439,135500,2007-06-14 00:00,T,1181775600.0,2007.0
15605634,S80ZQ,435041,385303,14278274,83950,2007-09-14 00:00,F,1189724400.0,2007.0
15613059,S89EB,434663,384161,13083048,148000,2006-06-20 00:00,T,1150758000.0,2006.0
15603277,S80JR,434151,383786,21812212,856397,2016-12-12 00:00,O,1481500800.0,2016.0
15539391,S72BN,433834,383704,19081300,284950,2014-08-22 00:00,F,1408662000.0,2014.0
15614876,S89NX,435510,383467,11735062,156000,2005-04-29 00:00,S,1114729200.0,2005.0
15611157,S88QJ,434939,382961,12106131,95000,2005-01-21 00:00,T,1106265600.0,2005.0
15282513,S118NL,433864,385944,12246425,181000,2005-05-10 00:00,T,1115679600.0,2005.0
15540529,S72GL,433419,383732,8265487,132000,2002-12-19 00:00,S,1040256000.0,2002.0
15284896,S118YE,433681,385671,15357197,193000,2008-09-02 00:00,T,1220310000.0,2008.0
15609937,S88HF,436305,382167,14580534,105000,2007-07-17 00:00,F,1184626800.0,2007.0
15612552,S89BX,434935,384012,13971213,129500,2007-01-11 00:00,T,1168473600.0,2007.0
15612166,S88TB,434962,383411,18401988,96000,2013-03-08 00:00,T,1362700800.0,2013.0
15537592,S71LA,434699,385515,14629909,162500,2007-03-09 00:00,F,1173398400.0,2007.0
15604258,S80PN,434531,383563,10020404,74000,2003-09-19 00:00,T,1063926000.0,2003.0
15604694,S80RN,434953,384582,6465760,49950,2001-02-28 00:00,T,983318400.0,2001.0
15321841,S23AE,435575,384944,14061960,152000,2007-06-01 00:00,S,1180652400.0,2007.0
15536953,S71GG,434628,385015,19977581,130000,2014-12-05 00:00,T,1417737600.0,2014.0
15612730,S89DD,434933,384063,15875649,120000,2009-08-10 00:00,T,1249858800.0,2009.0
15538559,S71RS,434256,384409,16177322,160000,2009-06-04 00:00,S,1244070000.0,2009.0
15536870,S71GE,434670,384901,19642700,113500,2014-11-25 00:00,T,1416873600.0,2014.0
15281807,S118FQ,434431,385971,13260750,270000,2006-11-24 00:00,T,1164326400.0,2006.0
15305776,S141LU,436768,384116,7322923,25500,2001-04-12 00:00,S,987030000.0,2001.0
15536921,S71GF,434655,384984,22822031,215000,2017-04-28 00:00,T,1493334000.0,2017.0
15322740,S23GY,435768,385527,23532027,170000,2018-02-16 00:00,S,1518739200.0,2018.0
15613597,S89FQ,434990,384564,17951305,115000,2012-05-17 00:00,F,1337209200.0,2012.0
15286341,S119EG,433593,385019,17595101,116000,2012-07-16 00:00,F,1342393200.0,2012.0
15324219,S23WP,436778,385081,15511486,79000,2008-08-22 00:00,S,1219359600.0,2008.0
15611004,S88QF,434881,382746,15709141,135000,2009-05-29 00:00,T,1243551600.0,2009.0
15285857,S119DA,433043,384790,24268686,250000,2019-02-15 00:00,D,1550188800.0,2019.0
15612246,S88TF,434850,383553,15589306,124000,2008-02-28 00:00,T,1204156800.0,2008.0
15611968,S88SY,434903,383343,16932197,95000,2011-06-03 00:00,T,1307055600.0,2011.0
15322692,S23GY,435768,385527,8369049,63000,2002-08-30 00:00,T,1030662000.0,2002.0
15610274,S88LD,436560,382631,8454814,79950,2002-02-13 00:00,S,1013558400.0,2002.0
15614424,S89JJ,435708,383847,16594750,148500,2010-10-13 00:00,S,1286924400.0,2010.0
15325238,S24RQ,435280,385862,14259053,111401,2007-05-30 00:00,F,1180479600.0,2007.0
15540445,S72GF,433330,383752,18791689,265000,2013-11-15 00:00,S,1384473600.0,2013.0
15604157,S80PH,434433,383854,23940782,125000,2018-11-02 00:00,F,1541116800.0,2018.0
15286022,S119DQ,433641,384945,18572523,329500,2013-08-02 00:00,T,1375398000.0,2013.0
15285171,S118ZH,433599,385771,13960405,238000,2007-02-08 00:00,T,1170892800.0,2007.0
15283842,S118UB,433035,385361,8425702,100000,2002-05-14 00:00,T,1021330800.0,2002.0
15324048,S23SQ,436430,385518,12163618,90000,2005-10-03 00:00,F,1128294000.0,2005.0
15615289,S89QY,435462,384554,11186466,111500,2004-09-10 00:00,S,1094770800.0,2004.0
15610404,S88PA,435592,383418,17350482,249950,2011-11-01 00:00,D,1320105600.0,2011.0
15612095,S88TA,434891,383369,15720761,114000,2009-08-07 00:00,T,1249599600.0,2009.0
15283936,S118UE,433123,385560,16763674,177000,2010-12-23 00:00,T,1293062400.0,2010.0
15283616,S118TU,433123,385590,9475556,59950,2003-02-28 00:00,T,1046390400.0,2003.0
15540539,S72GL,433419,383732,14002241,201000,2007-03-06 00:00,S,1173139200.0,2007.0
15285116,S118ZA,433873,385747,20564341,226800,2015-07-03 00:00,T,1435878000.0,2015.0
15285629,S119BN,433146,385145,11651898,159995,2005-06-28 00:00,F,1119913200.0,2005.0
15324725,S24EG,435560,385999,23880736,145000,2018-08-08 00:00,T,1533682800.0,2018.0
15603419,S80ND,434280,383379,17615225,110000,2012-01-20 00:00,S,1327017600.0,2012.0
15612935,S89DL,434882,384103,17092912,104000,2011-08-26 00:00,T,1314313200.0,2011.0
15305737,S141LL,436874,384087,9669473,45000,2003-03-28 00:00,S,1048809600.0,2003.0
15604358,S80PQ,434606,383386,21973893,129950,2016-03-11 00:00,F,1457654400.0,2016.0
15605498,S80ZB,435109,385276,9594750,69950,2003-10-10 00:00,T,1065740400.0,2003.0
15536537,S71DS,434643,385360,7535343,60000,2002-09-02 00:00,S,1030921200.0,2002.0
15611999,S88SZ,434912,383319,10007073,87000,2003-09-11 00:00,S,1063234800.0,2003.0
15614324,S89JE,435630,383987,7525989,90000,2002-10-28 00:00,S,1035763200.0,2002.0
15605706,S80ZU,435031,385356,14775543,106000,2007-07-20 00:00,T,1184886000.0,2007.0
15601916,S80EE,433615,382441,6313638,62000,2001-10-09 00:00,F,1002582000.0,2001.0
15615256,S89QW,435105,384744,14049681,180000,2007-11-20 00:00,S,1195516800.0,2007.0
15540569,S72GN,433128,383968,22744966,280000,2017-10-16 00:00,S,1508108400.0,2017.0
15612969,S89DN,435016,384050,15914402,135000,2009-02-18 00:00,T,1234915200.0,2009.0
15538078,S71NT,433926,385425,18721445,210000,2013-07-17 00:00,F,1374015600.0,2013.0
15538833,S71SB,433971,384887,20930221,255050,2015-08-21 00:00,T,1440111600.0,2015.0
15539111,S71SU,434034,384676,21390664,160000,2016-02-12 00:00,F,1455235200.0,2016.0
15612484,S89BU,434948,383855,11635603,107500,2005-07-01 00:00,T,1120172400.0,2005.0
15538406,S71RH,434200,384637,17993928,220000,2012-11-13 00:00,D,1352764800.0,2012.0
15536349,S71DG,434761,385367,15711662,111000,2009-12-04 00:00,T,1259884800.0,2009.0
15324034,S23SQ,436430,385518,11649816,87500,2005-06-24 00:00,F,1119567600.0,2005.0
15541403,S72PZ,433311,383054,21352409,112000,2016-06-06 00:00,F,1465167600.0,2016.0
15285376,S119AL,433715,385264,22833890,144000,2017-08-23 00:00,F,1503442800.0,2017.0
15604907,S80SB,434792,383320,13773778,120000,2007-11-02 00:00,T,1193961600.0,2007.0
15323778,S23QS,436168,385489,20074735,176995,2015-03-27 00:00,S,1427414400.0,2015.0
15613130,S89ED,434713,383985,18052687,122500,2012-03-16 00:00,T,1331856000.0,2012.0
15322048,S23AX,435885,384560,18328966,140550,2013-09-09 00:00,S,1378681200.0,2013.0
15602325,S80GB,434365,382686,20903901,172500,2015-07-17 00:00,T,1437087600.0,2015.0
15537608,S71LB,434691,385642,9719702,30500,2003-06-16 00:00,F,1055718000.0,2003.0
15323141,S23HU,436197,384985,16354769,149995,2010-03-26 00:00,T,1269561600.0,2010.0
15537908,S71NE,434318,385416,12322659,169950,2005-11-25 00:00,D,1132876800.0,2005.0
15615478,S89RT,435681,384672,7072063,65000,2001-11-21 00:00,S,1006300800.0,2001.0
15325329,S24RR,435280,385883,14706359,115000,2007-06-19 00:00,F,1182207600.0,2007.0
15538392,S71RH,434200,384637,8140233,60000,2002-07-01 00:00,F,1025478000.0,2002.0
15601568,S80BH,434054,382211,7090703,79950,2001-09-19 00:00,S,1000854000.0,2001.0
15602418,S80GH,434488,382775,16734291,101000,2010-12-13 00:00,T,1292198400.0,2010.0
15305834,S141PF,436369,384546,19359083,71000,2014-11-24 00:00,T,1416787200.0,2014.0
15283449,S118TG,433097,385664,6492331,220000,2001-08-31 00:00,S,999212400.0,2001.0
15539379,S72BN,433834,383704,18276334,189950,2013-08-09 00:00,F,1376002800.0,2013.0
15604418,S80PW,434660,383292,10598742,125950,2004-12-22 00:00,F,1103673600.0,2004.0
15324983,S24FB,435431,385819,17462386,90000,2011-06-14 00:00,T,1308006000.0,2011.0
15286124,S119DR,433668,384849,17622511,303000,2012-11-29 00:00,T,1354147200.0,2012.0
15604376,S80PS,434725,383193,8148712,120000,2002-10-25 00:00,D,1035500400.0,2002.0
15324220,S23WP,436778,385081,17709336,65000,2012-08-17 00:00,T,1345158000.0,2012.0
15538353,S71RD,434428,384635,8004085,66000,2002-11-08 00:00,S,1036713600.0,2002.0
15305622,S141JD,436823,383666,15336086,69000,2008-12-12 00:00,T,1229040000.0,2008.0
15539263,S72BE,434351,384343,12098212,125000,2005-09-19 00:00,T,1127084400.0,2005.0
15537598,S71LA,434699,385515,20231439,165000,2015-03-05 00:00,F,1425513600.0,2015.0
15536136,S71BY,434847,385484,16568580,125000,2010-09-10 00:00,T,1284073200.0,2010.0
15325164,S24NT,434923,385802,9832419,76500,2003-09-19 00:00,T,1063926000.0,2003.0
15282719,S118QD,433675,385850,7306525,71500,2001-10-10 00:00,T,1002668400.0,2001.0
15603234,S80JL,434684,382935,15987003,145000,2009-11-09 00:00,S,1257724800.0,2009.0
15536543,S71DS,434643,385360,10636955,145000,2004-01-23 00:00,S,1074816000.0,2004.0
15284597,S118XP,433546,385529,20473343,234250,2015-02-19 00:00,D,1424304000.0,2015.0
15305806,S141PD,436265,384443,7185755,36000,2001-01-26 00:00,S,980467200.0,2001.0
15604668,S80RJ,434369,383587,14209604,129250,2007-07-24 00:00,F,1185231600.0,2007.0
15536085,S71BX,434826,385456,15331214,130000,2008-10-31 00:00,T,1225411200.0,2008.0
15605683,S80ZT,435057,385329,16571820,88000,2010-03-12 00:00,T,1268352000.0,2010.0
15615718,S89UL,435412,384936,12082263,91000,2005-03-04 00:00,S,1109894400.0,2005.0
15610705,S88PN,435394,383159,23074177,212000,2017-09-01 00:00,S,1504220400.0,2017.0
15322536,S23GP,435733,385209,22164961,133000,2017-03-24 00:00,S,1490313600.0,2017.0
15536353,S71DG,434761,385367,17198822,88250,2011-01-14 00:00,T,1294963200.0,2011.0
15541290,S72NE,433367,383267,10770793,273000,2004-07-07 00:00,S,1089154800.0,2004.0
15613640,S89FT,435111,384594,20573659,145000,2015-11-16 00:00,T,1447632000.0,2015.0
15321995,S23AT,435844,384665,16689482,123000,2010-03-19 00:00,S,1268956800.0,2010.0
15612787,S89DF,434876,384066,6491511,39500,2001-11-16 00:00,T,1005868800.0,2001.0
15601725,S80BT,433573,382166,10269161,245000,2004-08-02 00:00,D,1091401200.0,2004.0
15610171,S88JT,436101,382281,24411088,347000,2019-02-12 00:00,D,1549929600.0,2019.0
15540108,S72ED,433256,384106,8896953,90250,2003-04-07 00:00,F,1049670000.0,2003.0
15603037,S80HY,434076,383220,14816311,225000,2007-01-03 00:00,D,1167782400.0,2007.0
15612260,S88TH,434814,383541,6459782,70000,2001-09-14 00:00,S,1000422000.0,2001.0
15536143,S71BY,434847,385484,21098914,162555,2016-06-28 00:00,T,1467068400.0,2016.0
15603191,S80JH,434604,382961,19784364,153000,2014-10-08 00:00,T,1412722800.0,2014.0
15612488,S89BU,434948,383855,14681996,131000,2007-02-19 00:00,T,1171843200.0,2007.0
15538866,S71SE,433897,384937,18628707,525000,2013-09-10 00:00,D,1378767600.0,2013.0
15283787,S118TZ,433005,385346,23173600,255000,2018-01-19 00:00,T,1516320000.0,2018.0
15325743,S24UT,435189,385602,19626608,70000,2014-04-01 00:00,F,1396306800.0,2014.0
15323961,S23SP,436472,385536,11419688,106000,2005-05-26 00:00,F,1117062000.0,2005.0
15323088,S23HP,436049,385061,18711656,90000,2013-03-08 00:00,S,1362700800.0,2013.0
15282655,S118PT,433328,385794,12438580,144466,2006-01-13 00:00,S,1137110400.0,2006.0
15536481,S71DN,434677,385397,16925044,231000,2011-06-17 00:00,S,1308265200.0,2011.0
15321832,S23AD,435628,385323,20796154,200000,2015-07-23 00:00,T,1437606000.0,2015.0
15614375,S89JG,435794,384095,11989950,222500,2005-03-04 00:00,S,1109894400.0,2005.0
15602974,S80HP,434174,383112,11918818,145000,2005-03-11 00:00,S,1110499200.0,2005.0
15283072,S118RH,433534,385997,20882733,449500,2015-01-09 00:00,S,1420761600.0,2015.0
15538298,S71PH,433899,384996,23134823,162500,2018-06-11 00:00,T,1528671600.0,2018.0
15540883,S72LA,433450,383295,10023059,311000,2003-09-25 00:00,S,1064444400.0,2003.0
15609047,S88BN,436284,382119,23290005,90000,2018-10-19 00:00,F,1539903600.0,2018.0
15603833,S80NT,434580,383729,22873156,90000,2017-07-07 00:00,F,1499382000.0,2017.0
15284340,S118UT,433107,385339,24315668,341000,2019-01-15 00:00,S,1547510400.0,2019.0
15539933,S72DR,433719,384354,21701873,242500,2016-03-03 00:00,T,1456963200.0,2016.0
15613240,S89EG,434674,384183,17406290,172500,2011-10-28 00:00,D,1319756400.0,2011.0
15284926,S118YF,433771,385637,12898010,206500,2006-05-22 00:00,T,1148252400.0,2006.0
15283940,S118UE,433123,385560,18537680,165000,2013-09-13 00:00,T,1379026800.0,2013.0
15305083,S141AH,436871,382562,19618515,35000,2014-01-07 00:00,F,1389052800.0,2014.0
15614621,S89NF,435840,383891,19735642,152000,2014-09-02 00:00,S,1409612400.0,2014.0
15281451,S118BB,434496,385830,8180411,10350,2002-04-08 00:00,T,1018220400.0,2002.0
15281290,S118AN,434546,385705,9277352,130500,2003-07-16 00:00,T,1058310000.0,2003.0
15611408,S88QU,435001,383147,21964605,227000,2016-08-10 00:00,T,1470783600.0,2016.0
15612442,S89BS,435037,383835,13520624,199950,2006-10-05 00:00,D,1160002800.0,2006.0
15603206,S80JJ,434405,383112,6476536,60000,2001-10-19 00:00,T,1003446000.0,2001.0
15305301,S141BZ,436965,382493,13357315,77950,2006-07-19 00:00,S,1153263600.0,2006.0
15613167,S89EF,434671,384006,7523768,74500,2002-08-23 00:00,S,1030057200.0,2002.0
15611277,S88QP,435037,382833,15614516,160000,2009-09-01 00:00,D,1251759600.0,2009.0
15538861,S71SD,433884,384891,21228318,355000,2016-09-30 00:00,T,1475190000.0,2016.0
15539912,S72DR,433719,384354,11514504,212500,2005-10-17 00:00,S,1129503600.0,2005.0
15322027,S23AW,435859,384593,18018493,120000,2012-07-31 00:00,S,1343689200.0,2012.0
15305122,S141AS,436825,382510,12051408,59950,2005-09-16 00:00,F,1126825200.0,2005.0
15537406,S71HF,434462,385013,18323161,158650,2013-09-13 00:00,T,1379026800.0,2013.0
15613515,S89FH,434865,384308,16534183,239950,2010-08-20 00:00,D,1282258800.0,2010.0
15538109,S71NW,434236,385327,14991125,255000,2008-11-14 00:00,D,1226620800.0,2008.0
15285103,S118ZA,433873,385747,7802888,145000,2002-09-17 00:00,T,1032217200.0,2002.0
15603108,S80JE,434430,383227,18559161,137000,2013-12-20 00:00,T,1387497600.0,2013.0
15614075,S89HN,435488,384141,18528296,157000,2013-10-23 00:00,S,1382482800.0,2013.0
15540446,S72GF,433330,383752,19409669,237500,2014-10-09 00:00,S,1412809200.0,2014.0
15612328,S89BA,435064,383728,10428974,151000,2004-04-30 00:00,D,1083279600.0,2004.0
15605205,S80UP,434370,384232,17226456,117143,2011-02-07 00:00,T,1297036800.0,2011.0
15325429,S24ST,435357,385856,14755540,159950,2007-05-31 00:00,F,1180566000.0,2007.0
15283831,S118UA,433026,385444,21441632,205000,2016-11-18 00:00,T,1479427200.0,2016.0
15286746,S119FU,433081,384398,8926443,105000,2003-07-18 00:00,S,1058482800.0,2003.0
15540377,S72GA,433234,383982,20344621,325000,2015-10-15 00:00,S,1444863600.0,2015.0
15615537,S89SR,435447,384788,15220682,124000,2008-03-28 00:00,T,1206662400.0,2008.0
15614354,S89JF,435839,383966,8218167,87000,2002-05-03 00:00,S,1020380400.0,2002.0
15285484,S119AY,433879,384958,16711341,181000,2010-03-19 00:00,T,1268956800.0,2010.0
15536585,S71DT,434693,385108,16791239,290000,2010-12-15 00:00,D,1292371200.0,2010.0
15603293,S80JT,434200,383582,10158459,145000,2004-11-30 00:00,T,1101772800.0,2004.0
15540357,S72GA,433234,383982,7135609,99000,2001-11-28 00:00,S,1006905600.0,2001.0
15322564,S23GS,435781,385407,17036443,111000,2011-02-01 00:00,S,1296518400.0,2011.0
15322243,S23DU,435577,385143,17255454,106000,2011-12-16 00:00,T,1323993600.0,2011.0
15281464,S118BB,434496,385830,21512753,160000,2016-04-28 00:00,T,1461798000.0,2016.0
15601907,S80ED,433302,382374,16742813,150000,2010-01-29 00:00,D,1264723200.0,2010.0
15604775,S80RS,434611,384293,21773247,188000,2016-01-05 00:00,D,1451952000.0,2016.0
15284328,S118UT,433107,385339,9839909,200000,2003-01-06 00:00,T,1041811200.0,2003.0
15602077,S80EJ,433616,382506,9672014,127500,2003-10-24 00:00,D,1066950000.0,2003.0
15322928,S23HG,436116,385001,14617484,184995,2007-07-31 00:00,T,1185836400.0,2007.0
15603220,S80JJ,434405,383112,19874994,147500,2014-11-17 00:00,S,1416182400.0,2014.0
15284993,S118YJ,433884,385687,17656261,177000,2012-10-16 00:00,T,1350342000.0,2012.0
15614277,S89JB,435883,384376,16575202,215000,2010-07-16 00:00,S,1279234800.0,2010.0
15538766,S71SA,434052,384870,11339760,155000,2005-07-20 00:00,T,1121814000.0,2005.0
15615299,S89QY,435462,384554,17034407,176000,2011-06-24 00:00,S,1308870000.0,2011.0
15285446,S119AU,433747,385178,20517380,395000,2015-01-30 00:00,D,1422576000.0,2015.0
15539131,S71TB,434419,384489,13760051,140000,2007-03-30 00:00,T,1175209200.0,2007.0
15538995,S71SN,433894,384766,6795691,64000,2001-12-04 00:00,F,1007424000.0,2001.0
15613321,S89EN,434819,383873,22744978,250000,2017-09-29 00:00,S,1506639600.0,2017.0
15603007,S80HR,434214,383156,18759002,179950,2013-12-13 00:00,S,1386892800.0,2013.0
15323260,S23HW,436039,384984,16124276,128000,2009-09-04 00:00,T,1252018800.0,2009.0
15610680,S88PL,435671,383108,19535794,132500,2014-06-26 00:00,T,1403737200.0,2014.0
15538920,S71SG,433879,384832,14480856,199950,2007-07-13 00:00,S,1184281200.0,2007.0
15536910,S71GF,434655,384984,18302250,110000,2013-07-12 00:00,T,1373583600.0,2013.0
15615192,S89QP,435274,384512,22994203,129500,2017-10-25 00:00,T,1508886000.0,2017.0
15604881,S80SA,434753,383456,12808896,110000,2006-06-21 00:00,T,1150844400.0,2006.0
15284493,S118XE,433472,385622,12289414,178500,2005-12-12 00:00,T,1134345600.0,2005.0
15602214,S80EU,433543,382512,22374679,288000,2017-03-27 00:00,D,1490569200.0,2017.0
15603936,S80NY,434309,383744,9565323,74000,2003-06-20 00:00,T,1056063600.0,2003.0
15536928,S71GG,434628,385015,7331883,50000,2001-03-23 00:00,T,985305600.0,2001.0
15539587,S72BY,434038,384234,13226446,110000,2006-04-05 00:00,S,1144191600.0,2006.0
15610486,S88PE,435404,383080,16530137,108000,2010-11-10 00:00,T,1289347200.0,2010.0
15538927,S71SG,433879,384832,19313313,205500,2014-03-27 00:00,T,1395878400.0,2014.0
15536796,S71FL,434790,385118,13315060,150000,2006-10-27 00:00,T,1161903600.0,2006.0
15305577,S141GJ,436705,383006,14408953,89950,2007-04-27 00:00,S,1177628400.0,2007.0
15615691,S89TU,435353,384882,13244066,98000,2006-02-17 00:00,S,1140134400.0,2006.0
15540221,S72EH,433654,384215,19264696,222000,2014-07-09 00:00,S,1404860400.0,2014.0
15611905,S88SX,434949,383289,9393431,82000,2003-12-01 00:00,S,1070236800.0,2003.0
15613318,S89EN,434819,383873,21298411,210000,2016-01-08 00:00,S,1452211200.0,2016.0
15323978,S23SP,436472,385536,11983194,165000,2005-05-20 00:00,D,1116543600.0,2005.0
15536624,S71DU,434640,385107,22991901,283000,2017-10-20 00:00,D,1508454000.0,2017.0
15614594,S89NF,435840,383891,6479642,78500,2001-12-17 00:00,S,1008547200.0,2001.0
