TimeStamp,Total Particles (ug/m^3),PM10 particles (ug/m^3),PM2.5 particles (ug/m^3),PM1 particles (ug/m^3),Temperature (Celcius),Humidity (% RH)
16/02/2019 11:45,18.7,13,7.7,3.93,7.6,7.6
16/02/2019 12:00,18.6,12.9,7.74,3.82,7.6,7.6
16/02/2019 12:15,18.6,12.1,7.2,3.67,7.6,7.6
16/02/2019 12:30,20.1,13.7,7.93,4.07,7.6,7.6
16/02/2019 12:45,21.7,15.2,8.62,4.2,7.6,7.6
16/02/2019 13:00,22.2,15.8,9.31,4.67,7.6,7.6
16/02/2019 13:15,20.9,14.6,8.96,4.58,7.6,7.6
16/02/2019 13:30,21,14.9,8.8,4.44,7.6,7.6
16/02/2019 13:45,20.7,14.6,8.9,4.42,7.6,7.6
16/02/2019 14:00,21.7,14.9,8.94,4.58,7.6,7.6
16/02/2019 14:15,21.3,14.9,9.04,4.62,7.6,7.6
16/02/2019 14:30,22.3,15,9,4.53,7.6,7.6
16/02/2019 14:45,19.9,14,8.25,4.1,7.6,7.6
16/02/2019 15:00,19.7,12.7,7.27,3.55,7.6,7.6
16/02/2019 15:15,19.5,13,7.23,3.45,7.6,7.6
16/02/2019 15:30,17.7,12.3,7.03,3.36,7.6,7.6
16/02/2019 15:45,16,11.3,6.8,3.22,7.6,7.6
16/02/2019 16:00,17.2,11.9,6.74,3.2,7.6,7.6
16/02/2019 16:15,16.7,11.6,6.74,3.3,7.6,7.6
16/02/2019 16:30,16.6,11.6,6.86,3.5,7.6,7.6
16/02/2019 16:45,17,11.5,6.8,3.41,7.6,7.6
16/02/2019 17:00,14.6,10,5.95,2.84,7.6,7.6
16/02/2019 17:15,15,10.5,6.12,2.96,7.6,7.6
16/02/2019 17:30,16.5,10.7,6.2,3.03,7.6,7.6
16/02/2019 17:45,15.5,10.7,6.42,3.1,7.6,7.6
16/02/2019 18:00,15.5,10.9,6.69,3.34,7.6,7.6
16/02/2019 18:15,17.4,12,7.44,3.8,7.6,7.6
16/02/2019 18:30,19.4,13.9,9.11,4.9,7.6,7.6
16/02/2019 18:45,19.6,13.2,7.9,3.96,7.6,7.6
16/02/2019 19:00,21.4,15.5,10.71,5.7,7.6,7.6
16/02/2019 19:15,21,15.3,11.42,6.58,7.6,7.6
16/02/2019 19:30,20.9,15.1,10.96,6.19,7.6,7.6
16/02/2019 19:45,20.5,15,10.75,5.86,7.6,7.6
16/02/2019 20:00,21.4,16.2,11.69,6.32,7.6,7.6
16/02/2019 20:15,25.7,19.5,14.77,8.36,7.6,7.6
16/02/2019 20:30,19.7,14.3,10.25,5.5,7.6,7.6
16/02/2019 20:45,17.5,13.1,9.62,5.2,7.6,7.6
16/02/2019 21:00,17.3,13.1,9.68,5.15,7.6,7.6
16/02/2019 21:15,16.8,12.3,8.6,4.5,7.6,7.6
16/02/2019 21:30,18.7,13.8,9.49,5,7.6,7.6
16/02/2019 21:45,14.6,9.4,5.54,2.83,7.6,7.6
16/02/2019 22:00,12.4,8.6,5.67,2.89,7.6,7.6
16/02/2019 22:15,13.9,9.5,5.95,3.01,7.6,7.6
16/02/2019 22:30,15.3,10.7,6.42,3.24,7.6,7.6
16/02/2019 22:45,17.9,12.6,9.06,4.81,7.6,7.6
16/02/2019 23:00,17.9,13,8.82,4.71,7.6,7.6
16/02/2019 23:15,26.7,20.6,16.13,9.6,7.6,7.6
16/02/2019 23:30,28.9,22.9,18.85,10.76,7.6,7.6
16/02/2019 23:45,26.9,20.5,16.22,9.29,7.6,7.6
17/02/2019 0:00,24.5,19,14.77,8.45,7.6,7.6
17/02/2019 0:15,25.9,20.1,15.87,9.14,7.6,7.6
17/02/2019 0:30,26.4,19.9,15.13,8.53,7.6,7.6
17/02/2019 0:45,23.9,18.5,14.6,8.13,7.6,7.6
17/02/2019 1:00,21.8,16.4,11.84,6.45,7.6,7.6
17/02/2019 1:15,21.2,15.7,11.31,6.2,7.6,7.6
17/02/2019 1:30,24.4,19.1,14.8,8.29,7.6,7.6
17/02/2019 1:45,26.3,20,15.51,9.46,7.6,7.6
17/02/2019 2:00,27.2,21,15.94,8.86,7.6,7.6
17/02/2019 2:15,40.1,29.9,21.11,11.24,7.6,7.6
17/02/2019 2:30,42.4,31.8,22.4,12.01,7.6,7.6
17/02/2019 2:45,46.3,34.6,25.34,13.88,7.6,7.6
17/02/2019 3:00,40.9,31,22.01,12.12,7.6,7.6
17/02/2019 3:15,42.6,31.6,22.01,11.91,7.6,7.6
17/02/2019 3:30,49.5,37.8,28.11,15.11,7.6,7.6
17/02/2019 3:45,52.6,41.4,32.64,18.08,7.6,7.6
17/02/2019 4:00,34,26.4,19.22,10.42,7.6,7.6
17/02/2019 4:15,30.9,23.7,16.99,9.25,7.6,7.6
17/02/2019 4:30,33.3,24.2,16.78,9.3,7.6,7.6
17/02/2019 4:45,30.8,22.7,16.91,9.15,7.6,7.6
17/02/2019 5:00,28.9,21.4,15.6,8.57,7.6,7.6
17/02/2019 5:15,25.3,19.1,14.37,8.21,7.6,7.6
17/02/2019 5:30,24.5,17.8,11.93,6.46,7.6,7.6
17/02/2019 5:45,24,18,12.83,7,7.6,7.6
17/02/2019 6:00,22.9,17.1,12.02,6.55,7.6,7.6
17/02/2019 6:15,23.6,17.7,12.41,6.7,7.6,7.6
17/02/2019 6:30,25.4,18.7,12.71,6.76,7.6,7.6
17/02/2019 6:45,23,17.1,11.82,6.32,7.6,7.6
17/02/2019 7:00,22.9,17.2,12.31,6.5,7.6,7.6
17/02/2019 7:15,25.9,19.5,14.62,7.91,7.6,7.6
17/02/2019 7:30,56.7,38.4,20.02,9.01,7.6,7.6
17/02/2019 7:45,29.4,21.8,14.73,7.79,7.6,7.6
17/02/2019 8:00,28.6,20.5,13.35,7.1,7.6,7.6
17/02/2019 8:15,25.9,19,12.39,6.65,7.6,7.6
17/02/2019 8:30,18.9,13.5,8.62,4.64,7.6,7.6
17/02/2019 8:45,23.1,16.5,10.5,5.64,7.6,7.6
17/02/2019 9:00,20.5,15,9.93,5.4,7.6,7.6
17/02/2019 9:15,19.7,14.7,10.41,6.1,7.6,7.6
17/02/2019 9:30,22.6,16.6,11.18,6.65,7.6,7.6
17/02/2019 9:45,19,14,9.23,5.43,7.6,7.6
17/02/2019 10:00,17.7,12.6,8.48,5.02,7.6,7.6
17/02/2019 10:15,23.5,18.8,8.22,5,7.6,7.6
17/02/2019 10:30,14.5,10.4,7.02,4.02,7.6,7.6
17/02/2019 10:45,22,14.8,9.43,5.19,7.6,7.6
17/02/2019 11:00,14,10.8,8.44,4.82,7.6,7.6
17/02/2019 11:15,13.4,11.1,9.28,5.54,7.6,7.6
17/02/2019 11:30,12,9.8,8.19,5.04,7.6,7.6
17/02/2019 11:45,12.8,10.2,7.87,4.62,7.6,7.6
17/02/2019 12:00,5,3.9,3.18,1.79,7.6,7.6
17/02/2019 12:15,3.8,2.9,2.38,1.35,7.6,7.6
17/02/2019 12:30,4.2,3.3,2.58,1.45,7.6,7.6
17/02/2019 12:45,4,3.2,2.59,1.5,7.6,7.6
17/02/2019 13:00,5.3,4.1,3.3,1.91,7.6,7.6
17/02/2019 13:15,6.8,5.4,4.26,2.55,7.6,7.6
17/02/2019 13:30,6.7,5.4,4.36,2.66,7.6,7.6
17/02/2019 13:45,8.7,6.7,4.95,2.98,7.6,7.6
17/02/2019 14:00,8.1,5.9,4.54,2.68,7.6,7.6
17/02/2019 14:15,4.8,3.6,2.67,1.45,7.6,7.6
17/02/2019 14:30,4.5,3.3,2.43,1.33,7.6,7.6
17/02/2019 14:45,5.3,3.8,2.79,1.53,7.6,7.6
17/02/2019 15:00,6.6,4.6,3.43,1.95,7.6,7.6
17/02/2019 15:15,7.2,5.1,3.7,2.16,7.6,7.6
17/02/2019 15:30,8.4,6.1,4.17,2.37,7.6,7.6
17/02/2019 15:45,8.6,6.4,4.49,2.55,7.6,7.6
17/02/2019 16:00,8.4,5.8,4.12,2.3,7.6,7.6
17/02/2019 16:15,8.7,5.7,3.78,2.1,7.6,7.6
17/02/2019 16:30,7.7,5.6,3.43,1.84,7.6,7.6
17/02/2019 16:45,7.2,5.1,3.21,1.7,7.6,7.6
17/02/2019 17:00,7.6,5.3,3.25,1.7,7.6,7.6
17/02/2019 17:15,7.2,5.1,3.33,1.71,7.6,7.6
17/02/2019 17:30,8,6,3.72,1.95,7.6,7.6
17/02/2019 17:45,9.1,6.3,3.82,2.01,7.6,7.6
17/02/2019 18:00,8.6,5.9,3.91,2.1,7.6,7.6
17/02/2019 18:15,8.8,5.7,3.81,2.01,7.6,7.6
17/02/2019 18:30,8.9,6.1,3.75,2.02,7.6,7.6
17/02/2019 18:45,7.9,5.7,3.93,2.12,7.6,7.6
17/02/2019 19:00,8.2,5.7,3.78,2.08,7.6,7.6
17/02/2019 19:15,9,5.9,4.03,2.27,7.6,7.6
17/02/2019 19:30,9.2,6.3,4.19,2.31,7.6,7.6
17/02/2019 19:45,7.9,5.7,4.09,2.29,7.6,7.6
17/02/2019 20:00,9.6,7,5,2.81,7.6,7.6
17/02/2019 20:15,10,7.6,5.3,3.04,7.6,7.6
17/02/2019 20:30,9.8,7.6,5.55,3.12,7.6,7.6
17/02/2019 20:45,11,8.3,6.17,3.56,7.6,7.6
17/02/2019 21:00,11.2,8,5.73,3.2,7.6,7.6
17/02/2019 21:15,9.8,7.7,5.47,3.04,7.6,7.6
17/02/2019 21:30,9.7,7.5,5.38,3.02,7.6,7.6
17/02/2019 21:45,10.6,7.7,5.44,3.1,7.6,7.6
17/02/2019 22:00,10,7.4,5.36,3.04,7.6,7.6
17/02/2019 22:15,10.3,7.3,5.3,3.03,7.6,7.6
17/02/2019 22:30,11.3,7.7,5.16,2.88,7.6,7.6
17/02/2019 22:45,9.6,6.8,4.94,2.79,7.6,7.6
17/02/2019 23:00,8.5,6.4,4.64,2.62,7.6,7.6
17/02/2019 23:15,8,6.1,4.33,2.42,7.6,7.6
17/02/2019 23:30,9.6,6.9,5.1,3.02,7.6,7.6
17/02/2019 23:45,9.2,7.1,5.15,2.96,7.6,7.6
18/02/2019 0:00,9.7,6.6,4.78,2.76,7.6,7.6
18/02/2019 0:15,8.3,6.3,4.67,2.71,7.6,7.6
18/02/2019 0:30,9.1,6.6,4.76,2.76,7.6,7.6
18/02/2019 0:45,8.6,6.4,4.73,2.72,7.6,7.6
18/02/2019 1:00,8.6,6,4.44,2.54,7.6,7.6
18/02/2019 1:15,7.2,5.5,4.05,2.27,7.6,7.6
18/02/2019 1:30,7.8,5.4,3.71,2.13,7.6,7.6
18/02/2019 1:45,7,5.1,3.71,2.09,7.6,7.6
18/02/2019 2:00,6.6,4.9,3.65,2.08,7.6,7.6
18/02/2019 2:15,6.7,5,3.58,2.09,7.6,7.6
18/02/2019 2:30,6.5,4.9,3.57,2.07,7.6,7.6
18/02/2019 2:45,6.5,4.9,3.63,2.08,7.6,7.6
18/02/2019 3:00,6.4,5,3.66,2.11,7.6,7.6
18/02/2019 3:15,7.7,5.4,3.58,2.03,7.6,7.6
18/02/2019 3:30,6.3,5,3.72,2.17,7.6,7.6
18/02/2019 3:45,9.2,6.8,4.73,2.71,7.6,7.6
18/02/2019 4:00,9.2,6.8,4.63,2.65,7.6,7.6
18/02/2019 4:15,9.9,6.7,4.5,2.58,7.6,7.6
18/02/2019 4:30,7.9,6.1,4.2,2.42,7.6,7.6
18/02/2019 4:45,7.6,5.7,4.2,2.42,7.6,7.6
18/02/2019 5:00,9.4,7,4.72,2.78,7.6,7.6
18/02/2019 5:15,7.8,6.2,4.51,2.64,7.6,7.6
18/02/2019 5:30,11,6.7,4.65,2.74,7.6,7.6
18/02/2019 5:45,10.7,7.4,5.21,3.1,7.6,7.6
18/02/2019 6:00,11.8,8.9,6.59,3.93,7.6,7.6
18/02/2019 6:15,13.1,10.1,7.21,4.17,7.6,7.6
18/02/2019 6:30,11.9,9,6.56,3.72,7.6,7.6
18/02/2019 6:45,12,8.9,5.99,3.39,7.6,7.6
18/02/2019 7:00,14.5,9.8,6.45,3.55,7.6,7.6
18/02/2019 7:15,20.5,13,7.53,3.88,7.6,7.6
18/02/2019 7:30,15.7,10.9,7.16,3.86,7.6,7.6
18/02/2019 7:45,14.7,10.9,7.24,3.97,7.6,7.6
18/02/2019 8:00,13.7,10.2,7.15,4.06,7.6,7.6
18/02/2019 8:15,16.9,12.1,8.07,4.45,7.6,7.6
18/02/2019 8:30,25.2,18.3,12.29,6.7,7.6,7.6
18/02/2019 8:45,22.3,15.7,10.22,5.57,7.6,7.6
18/02/2019 9:00,20.4,13.7,9.29,5.09,7.6,7.6
18/02/2019 9:15,18.1,12.5,8.5,4.62,7.6,7.6
18/02/2019 9:30,18,13,8.76,4.77,7.6,7.6
18/02/2019 9:45,19.1,13.3,8.59,4.64,7.6,7.6
18/02/2019 10:00,16.3,11.4,7.82,4.26,7.6,7.6
18/02/2019 10:15,13.1,9,6.03,3.36,7.6,7.6
18/02/2019 10:30,11.6,7.6,4.65,2.47,7.6,7.6
18/02/2019 10:45,16.4,11.4,6.64,3.28,7.6,7.6
18/02/2019 11:00,21.4,13.8,7.62,3.58,7.6,7.6
18/02/2019 11:15,24.1,15.2,7.89,3.61,7.6,7.6
18/02/2019 11:30,22.2,14.5,7.97,3.75,7.6,7.6
18/02/2019 11:45,25,16.4,8.36,3.83,7.6,7.6
18/02/2019 12:00,24.5,15.2,8.2,3.84,7.6,7.6
18/02/2019 12:15,22.5,14.5,7.98,3.76,7.6,7.6
18/02/2019 12:30,24.7,15.3,8.18,3.95,7.6,7.6
18/02/2019 12:45,26.7,17.5,8.95,4.1,7.6,7.6
18/02/2019 13:00,25.9,17.1,8.8,4.07,7.6,7.6
18/02/2019 13:15,26.1,16.9,8.57,3.96,7.6,7.6
18/02/2019 13:30,25.3,16.5,8.71,4.06,7.6,7.6
18/02/2019 13:45,28.5,17.9,10.06,4.91,7.6,7.6
18/02/2019 14:00,27.5,18.6,10.81,5.42,7.6,7.6
18/02/2019 14:15,28.5,18.6,10.61,5.35,7.6,7.6
18/02/2019 14:30,27.6,18.8,11.11,5.75,7.6,7.6
18/02/2019 14:45,20.7,14.4,8.95,4.47,7.6,7.6
18/02/2019 15:00,21.9,14.8,9.13,4.7,7.6,7.6
18/02/2019 15:15,20.6,14.6,9.23,4.69,7.6,7.6
18/02/2019 15:30,25,17.5,11.58,6.02,7.6,7.6
18/02/2019 15:45,24.4,17,10.06,5.06,7.6,7.6
18/02/2019 16:00,22.5,15.2,8.77,4.36,7.6,7.6
18/02/2019 16:15,21.8,14.9,8.82,4.43,7.6,7.6
18/02/2019 16:30,20.2,13.4,8.04,4,7.6,7.6
18/02/2019 16:45,17.2,11.5,6.24,3.04,7.6,7.6
18/02/2019 17:00,17.4,11.9,6.72,3.23,7.6,7.6
18/02/2019 17:15,20,13,7.07,3.37,7.6,7.6
18/02/2019 17:30,22.7,14.3,7.54,3.54,7.6,7.6
18/02/2019 17:45,22.7,14.7,8.03,3.88,7.6,7.6
18/02/2019 18:00,17.5,11.7,6.23,3.04,7.6,7.6
18/02/2019 18:15,12.5,8.5,4.86,2.34,7.6,7.6
18/02/2019 18:30,24.2,15.2,7.98,4.07,7.6,7.6
18/02/2019 18:45,28,17.3,9.88,5,7.6,7.6
18/02/2019 19:00,30.3,20.3,11.28,5.81,7.6,7.6
18/02/2019 19:15,29.3,20.1,11.59,5.88,7.6,7.6
18/02/2019 19:30,34,22.6,13.68,7.14,7.6,7.6
18/02/2019 19:45,34.4,22.7,13.42,6.98,7.6,7.6
18/02/2019 20:00,30.6,21.3,13.23,7.17,7.6,7.6
18/02/2019 20:15,35.7,25.9,17.68,9.97,7.6,7.6
18/02/2019 20:30,39.3,29.2,21,12.44,7.6,7.6
18/02/2019 20:45,33.3,23.6,16.4,9.55,7.6,7.6
18/02/2019 21:00,27.1,19.7,13.76,7.86,7.6,7.6
18/02/2019 21:15,31.8,22.1,13.91,7.6,7.6,7.6
18/02/2019 21:30,35.4,23.2,14.55,7.91,7.6,7.6
18/02/2019 21:45,29.5,21.2,14.42,7.99,7.6,7.6
18/02/2019 22:00,31.5,22.2,14.95,8.25,7.6,7.6
18/02/2019 22:15,33,22.8,15.48,8.47,7.6,7.6
18/02/2019 22:30,33,23.5,16.32,8.9,7.6,7.6
18/02/2019 22:45,36.1,26.3,18.28,10.07,7.6,7.6
18/02/2019 23:00,42,31.2,21.98,12.34,7.6,7.6
18/02/2019 23:15,47.7,33.3,23.4,12.74,7.6,7.6
18/02/2019 23:30,50.3,36.5,24.82,13.51,7.6,7.6
18/02/2019 23:45,43.5,33.5,24.02,13.55,7.6,7.6
19/02/2019 0:00,53.4,39.4,28.95,16.69,7.6,7.6
19/02/2019 0:15,46,35,25.09,14.17,7.6,7.6
19/02/2019 0:30,44.6,34.2,25.53,14.93,7.6,7.6
19/02/2019 0:45,42,32.1,24.93,14.96,7.6,7.6
19/02/2019 1:00,33,25.6,19.76,11.8,7.6,7.6
19/02/2019 1:15,32.7,24.9,18.97,11.33,7.6,7.6
19/02/2019 1:30,24,17.9,13.78,8.14,7.6,7.6
19/02/2019 1:45,22.4,16.7,12.14,7.03,7.6,7.6
19/02/2019 2:00,29.1,20.9,13.8,7.47,7.6,7.6
19/02/2019 2:15,32.9,24.1,16.94,9.11,7.6,7.6
19/02/2019 2:30,31.1,22.1,15.22,8.29,7.6,7.6
19/02/2019 2:45,28,20.9,14.7,8.22,7.6,7.6
19/02/2019 3:00,24.6,18.1,12.6,7.04,7.6,7.6
19/02/2019 3:15,25.9,18.6,12.19,6.73,7.6,7.6
19/02/2019 3:30,23.8,16.9,11.23,6.17,7.6,7.6
19/02/2019 3:45,22.5,16.4,10.69,5.74,7.6,7.6
19/02/2019 4:00,20.9,14.9,9.12,4.81,7.6,7.6
19/02/2019 4:15,21.2,14.3,9.07,4.95,7.6,7.6
19/02/2019 4:30,20.2,14,9.25,5.03,7.6,7.6
19/02/2019 4:45,20.4,14.8,9.51,5.16,7.6,7.6
19/02/2019 5:00,25.3,17.1,10.42,5.54,7.6,7.6
19/02/2019 5:15,25.3,17.4,10.34,5.49,7.6,7.6
19/02/2019 5:30,23.2,16.8,10.27,5.32,7.6,7.6
19/02/2019 5:45,24.8,16.5,9.6,4.93,7.6,7.6
19/02/2019 6:00,25.9,17.7,10.42,5.44,7.6,7.6
19/02/2019 6:15,29.3,20.4,12.4,6.3,7.6,7.6
19/02/2019 6:30,31,21,11.95,6.1,7.6,7.6
19/02/2019 6:45,25.2,17.8,10.62,5.38,7.6,7.6
19/02/2019 7:00,28.9,19.4,10.69,5.41,7.6,7.6
19/02/2019 7:15,29.8,20.9,11.91,5.97,7.6,7.6
19/02/2019 7:30,35.8,23.4,13.2,6.49,7.6,7.6
19/02/2019 7:45,34.4,23.7,13.08,6.54,7.6,7.6
19/02/2019 8:00,34.3,24,13.11,6.61,7.6,7.6
19/02/2019 8:15,32.8,22.5,13.07,6.61,7.6,7.6
19/02/2019 8:30,24.4,17,10,5.13,7.6,7.6
19/02/2019 8:45,27.3,18.8,11.22,5.94,7.6,7.6
19/02/2019 9:00,28.9,20,12.34,6.56,7.6,7.6
19/02/2019 9:15,31.4,21.4,12.18,6.41,7.6,7.6
19/02/2019 9:30,33.9,23.4,14.17,7.51,7.6,7.6
19/02/2019 9:45,34,23.9,14.96,7.91,7.6,7.6
19/02/2019 10:00,37.2,26.3,16.25,8.7,7.6,7.6
19/02/2019 10:15,37,25.6,16.07,8.74,7.6,7.6
19/02/2019 10:30,36.5,25.6,15.88,8.45,7.6,7.6
19/02/2019 10:45,38.1,25.3,14.85,7.76,7.6,7.6
19/02/2019 11:00,36.1,25.5,15.7,8.22,7.6,7.6
19/02/2019 11:15,36.1,24.4,14.09,7.39,7.6,7.6
19/02/2019 11:30,34.7,22.2,12.46,6.36,7.6,7.6
19/02/2019 11:45,34.8,22.6,12.35,6.21,7.6,7.6
19/02/2019 12:00,37.1,23.3,12.01,5.89,7.6,7.6
19/02/2019 12:15,33.6,21.2,10.97,5.36,7.6,7.6
19/02/2019 12:30,31.2,20.1,11.01,5.64,7.6,7.6
19/02/2019 12:45,30.9,20.6,11.45,6.12,7.6,7.6
19/02/2019 13:00,32.2,20.9,11.51,6.25,7.6,7.6
19/02/2019 13:15,38.4,23.6,11.18,5.66,7.6,7.6
19/02/2019 13:30,28.5,18.4,9.09,4.47,7.6,7.6
19/02/2019 13:45,23.2,15.2,7.97,3.78,7.6,7.6
19/02/2019 14:00,28.6,17.7,8.67,4.2,7.6,7.6
19/02/2019 14:15,25.8,15.9,8.24,3.9,7.6,7.6
19/02/2019 14:30,25.8,16.1,8.04,3.83,7.6,7.6
19/02/2019 14:45,22.9,15.2,8.2,3.98,7.6,7.6
19/02/2019 15:00,24.2,15.5,8.24,3.99,7.6,7.6
19/02/2019 15:15,25.1,15.8,8.25,3.96,7.6,7.6
19/02/2019 15:30,25,16,8.57,4.08,7.6,7.6
19/02/2019 15:45,25.8,16.6,8.64,4.16,7.6,7.6
19/02/2019 16:00,28,17.3,9.66,4.85,7.6,7.6
19/02/2019 16:15,29.3,19.4,10.93,5.5,7.6,7.6
19/02/2019 16:30,29.4,19.4,11.31,5.65,7.6,7.6
19/02/2019 16:45,28.2,18.8,10.85,5.44,7.6,7.6
19/02/2019 17:00,35.1,22,12.5,6.41,7.6,7.6
19/02/2019 17:15,30.9,19.9,10.74,5.26,7.6,7.6
19/02/2019 17:30,32.6,20.9,11.75,5.86,7.6,7.6
19/02/2019 17:45,31,20.8,11.72,5.8,7.6,7.6
19/02/2019 18:00,33.9,22.2,11.66,5.74,7.6,7.6
19/02/2019 18:15,33.3,21.7,12.54,6.37,7.6,7.6
19/02/2019 18:30,30.2,20.9,12.55,6.41,7.6,7.6
19/02/2019 18:45,35.5,24,14.46,7.63,7.6,7.6
19/02/2019 19:00,37.5,25.5,15.11,8.17,7.6,7.6
19/02/2019 19:15,37.6,25.9,16.45,9.14,7.6,7.6
19/02/2019 19:30,35.8,26.2,17.21,9.45,7.6,7.6
19/02/2019 19:45,31.8,21.8,13.43,6.9,7.6,7.6
19/02/2019 20:00,29.8,21.1,13.07,6.89,7.6,7.6
19/02/2019 20:15,28.5,19.9,12,6.29,7.6,7.6
19/02/2019 20:30,27.4,19.1,10.91,5.47,7.6,7.6
19/02/2019 20:45,25.9,18.2,10.73,5.37,7.6,7.6
19/02/2019 21:00,27.6,18.8,11.48,5.78,7.6,7.6
19/02/2019 21:15,27.6,18.5,10.65,5.4,7.6,7.6
19/02/2019 21:30,27.2,18.1,10.35,5.1,7.6,7.6
19/02/2019 21:45,26.5,17.3,9.79,4.77,7.6,7.6
19/02/2019 22:00,22.7,15.6,9.44,4.77,7.6,7.6
19/02/2019 22:15,22.3,15.5,9.21,4.64,7.6,7.6
19/02/2019 22:30,22.1,15.3,8.9,4.49,7.6,7.6
19/02/2019 22:45,22.7,15.5,9.13,4.62,7.6,7.6
19/02/2019 23:00,22,15.3,8.91,4.39,7.6,7.6
19/02/2019 23:15,22.8,15.5,9.19,4.67,7.6,7.6
19/02/2019 23:30,21.9,15.2,9.23,4.83,7.6,7.6
19/02/2019 23:45,20.1,14,8.84,4.71,7.6,7.6
20/02/2019 0:00,19.1,13.8,8.71,4.53,7.6,7.6
20/02/2019 0:15,18.9,12.8,8.2,4.24,7.6,7.6
20/02/2019 0:30,19.9,13.3,7.68,3.8,7.6,7.6
20/02/2019 0:45,19.9,13.9,7.89,3.96,7.6,7.6
20/02/2019 1:00,19.8,13.4,7.8,3.82,7.6,7.6
20/02/2019 1:15,18.2,12.5,7.08,3.42,7.6,7.6
20/02/2019 1:30,17.8,11.9,6.92,3.36,7.6,7.6
20/02/2019 1:45,17.6,12,6.57,3.2,7.6,7.6
20/02/2019 2:00,17,11.1,6.07,2.93,7.6,7.6
20/02/2019 2:15,16.6,10.7,5.89,2.84,7.6,7.6
20/02/2019 2:30,17.3,11.6,6.77,3.39,7.6,7.6
20/02/2019 2:45,17.3,12,7.06,3.65,7.6,7.6
20/02/2019 3:00,18.9,13.2,7.86,4.07,7.6,7.6
20/02/2019 3:15,18.7,13.3,8.58,4.56,7.6,7.6
20/02/2019 3:30,20.2,13.7,8.1,4.24,7.6,7.6
20/02/2019 3:45,19.8,13.4,7.95,4.07,7.6,7.6
20/02/2019 4:00,19.2,13.6,8.05,4.18,7.6,7.6
20/02/2019 4:15,18.3,12.5,7.56,3.74,7.6,7.6
20/02/2019 4:30,17.3,12.1,6.78,3.32,7.6,7.6
20/02/2019 4:45,16.5,11.1,6.47,3.17,7.6,7.6
20/02/2019 5:00,17.4,12.1,7.03,3.58,7.6,7.6
20/02/2019 5:15,15.3,10.5,6.35,3.19,7.6,7.6
20/02/2019 5:30,16.2,11.6,6.78,3.42,7.6,7.6
20/02/2019 5:45,21.4,15.1,9.81,5.64,7.6,7.6
20/02/2019 6:00,23.1,15.8,10.6,6.25,7.6,7.6
20/02/2019 6:15,22.2,16,10.62,6.15,7.6,7.6
20/02/2019 6:30,20.7,15.2,10.49,6.14,7.6,7.6
20/02/2019 6:45,19,14.2,10.29,6.63,7.6,7.6
20/02/2019 7:00,4.6,3.1,1.93,1.01,7.6,7.6
20/02/2019 7:15,7.2,4.1,1.91,0.92,7.6,7.6
20/02/2019 7:30,3.9,2.2,1.5,0.75,7.6,7.6
20/02/2019 7:45,2.9,2.2,1.46,0.77,7.6,7.6
20/02/2019 8:00,4.4,3.1,1.92,1.03,7.6,7.6
20/02/2019 8:15,6.4,4.1,2.43,1.27,7.6,7.6
20/02/2019 8:30,6.3,4.3,2.41,1.26,7.6,7.6
20/02/2019 8:45,6.9,4.6,2.51,1.3,7.6,7.6
20/02/2019 9:00,7.1,4.5,2.52,1.31,7.6,7.6
20/02/2019 9:15,8.3,5.3,2.96,1.53,7.6,7.6
20/02/2019 9:30,6.2,4.6,2.82,1.61,7.6,7.6
20/02/2019 9:45,5.4,4.1,3.11,1.91,7.6,7.6
20/02/2019 10:00,6.1,4.4,3.22,1.92,7.6,7.6
20/02/2019 10:15,6.8,4.3,3.45,2.21,7.6,7.6
20/02/2019 10:30,11.9,10.5,9.45,6.71,7.6,7.6
20/02/2019 10:45,4.8,3,2.12,1.23,7.6,7.6
20/02/2019 11:00,5.7,4.2,3.1,1.87,7.6,7.6
20/02/2019 11:15,8.9,4.4,2.38,1.34,7.6,7.6
20/02/2019 11:30,11.6,8.9,7.38,4.93,7.6,7.6
20/02/2019 11:45,7.3,5.2,3.64,2.14,7.6,7.6
20/02/2019 12:00,6,4,2.65,1.47,7.6,7.6
20/02/2019 12:15,5.1,3.7,2.5,1.38,7.6,7.6
20/02/2019 12:30,5,3.4,2.09,1.07,7.6,7.6
20/02/2019 12:45,5.2,3.3,2.23,1.18,7.6,7.6
20/02/2019 13:00,7.9,4.7,2.83,1.51,7.6,7.6
20/02/2019 13:15,7.6,5.9,4.53,2.73,7.6,7.6
20/02/2019 13:30,12.2,9.6,7.57,4.5,7.6,7.6
20/02/2019 13:45,8.3,5.2,3.19,1.69,7.6,7.6
20/02/2019 14:00,7.8,5.3,3.42,1.76,7.6,7.6
20/02/2019 14:15,6.9,4.9,3.03,1.53,7.6,7.6
20/02/2019 14:30,7.5,5.1,2.74,1.44,7.6,7.6
20/02/2019 14:45,8,5.3,3.28,1.71,7.6,7.6
20/02/2019 15:00,8.9,6,3.49,1.79,7.6,7.6
20/02/2019 15:15,8.6,5.8,3.69,1.93,7.6,7.6
20/02/2019 15:30,8.3,5.3,3.38,1.71,7.6,7.6
20/02/2019 15:45,10,5.9,3.3,1.72,7.6,7.6
20/02/2019 16:00,7.5,5.1,3.14,1.58,7.6,7.6
20/02/2019 16:15,7.5,5.1,3.26,1.65,7.6,7.6
