TimeStamp,Total Particles (ug/m^3),PM10 particles (ug/m^3),PM2.5 particles (ug/m^3),PM1 particles (ug/m^3),Temperature (Celcius),Humidity (% RH)
03/02/2019 11:00,56.2,27.5,8.99,3.88,7.6,7.6
03/02/2019 11:15,55,27.6,9.61,4.13,7.6,7.6
03/02/2019 11:30,69,35.2,10.32,4.29,7.6,7.6
03/02/2019 11:45,62.5,32.2,10.09,4.12,7.6,7.6
03/02/2019 12:00,51.7,26.9,9.64,4.16,7.6,7.6
03/02/2019 12:15,46,23.6,8.72,3.66,7.6,7.6
03/02/2019 12:30,47.7,25.4,9.23,3.94,7.6,7.6
03/02/2019 12:45,54,32.6,9.24,3.88,7.6,7.6
03/02/2019 13:00,49.9,27.7,9.85,4.01,7.6,7.6
03/02/2019 13:15,48.7,26.9,9.48,3.99,7.6,7.6
03/02/2019 13:30,58.4,30.7,11.12,4.6,7.6,7.6
03/02/2019 13:45,63.1,35.2,12.91,5.65,7.6,7.6
03/02/2019 14:00,63.8,37.7,15.59,7.43,7.6,7.6
03/02/2019 14:15,74,45.7,15.76,7.27,7.6,7.6
03/02/2019 14:30,74,42.9,19.31,9.63,7.6,7.6
03/02/2019 14:45,57.7,34.3,12.87,5.55,7.6,7.6
03/02/2019 15:00,62.1,33.8,11.82,4.74,7.6,7.6
03/02/2019 15:15,60.6,35.1,12.36,5.11,7.6,7.6
03/02/2019 15:30,58.7,35.7,13.11,5.65,7.6,7.6
03/02/2019 15:45,57.4,33.1,12.49,5.33,7.6,7.6
03/02/2019 16:00,52.7,29.4,10.91,4.61,7.6,7.6
03/02/2019 16:15,47.5,27.4,10.3,4.28,7.6,7.6
03/02/2019 16:30,44.8,26.2,10.12,4.08,7.6,7.6
03/02/2019 16:45,48.2,27,10.19,4.19,7.6,7.6
03/02/2019 17:00,48.7,28.4,11.22,5.09,7.6,7.6
03/02/2019 17:15,64.9,35,12.42,5.39,7.6,7.6
03/02/2019 17:30,55.3,31,10.93,4.52,7.6,7.6
03/02/2019 17:45,83.4,54.6,10.76,4.02,7.6,7.6
03/02/2019 18:00,57.8,30.2,10.41,4.17,7.6,7.6
03/02/2019 18:15,64,35.8,13.4,5.92,7.6,7.6
03/02/2019 18:30,68.1,37,13.63,6.23,7.6,7.6
03/02/2019 18:45,63.6,34.1,11.92,5.25,7.6,7.6
03/02/2019 19:00,74,40.1,14.39,6.5,7.6,7.6
03/02/2019 19:15,112,60.3,14.88,6.32,7.6,7.6
03/02/2019 19:30,114.1,57.5,17.65,8.01,7.6,7.6
03/02/2019 19:45,103.9,59.8,23.79,12.43,7.6,7.6
03/02/2019 20:00,105.6,60.5,26.65,14.76,7.6,7.6
03/02/2019 20:15,113.6,66.9,30.91,17.13,7.6,7.6
03/02/2019 20:30,108,65.2,32.08,17.37,7.6,7.6
03/02/2019 20:45,109.4,61.7,26.27,13.7,7.6,7.6
03/02/2019 21:00,111,63.1,27.99,15,7.6,7.6
03/02/2019 21:15,99.5,57.2,23.36,11.72,7.6,7.6
03/02/2019 21:30,84.5,48.1,19.75,9.62,7.6,7.6
03/02/2019 21:45,69.7,40.9,16.68,7.98,7.6,7.6
03/02/2019 22:00,79.5,44.6,18.03,8.64,7.6,7.6
03/02/2019 22:15,91.9,53.8,17.62,8.2,7.6,7.6
03/02/2019 22:30,97.9,54.1,21.33,10.55,7.6,7.6
03/02/2019 22:45,85.3,49.9,20.35,10,7.6,7.6
03/02/2019 23:00,122.7,65.5,20.03,8.73,7.6,7.6
03/02/2019 23:15,92.3,54.1,20.98,9.84,7.6,7.6
03/02/2019 23:30,87.6,47.8,17.29,7.95,7.6,7.6
03/02/2019 23:45,82.6,47.2,16.98,7.72,7.6,7.6
04/02/2019 0:00,73.7,43.3,16.36,7.5,7.6,7.6
04/02/2019 0:15,81.3,46.6,18.5,8.74,7.6,7.6
04/02/2019 0:30,85.5,52.2,23.3,11.62,7.6,7.6
04/02/2019 0:45,77.9,46.7,15.53,7.31,7.6,7.6
04/02/2019 1:00,97.6,65.3,36.07,20.66,7.6,7.6
04/02/2019 1:15,93.2,61.4,31.6,16.81,7.6,7.6
04/02/2019 1:30,71.6,45.8,23.19,12.3,7.6,7.6
04/02/2019 1:45,76.4,51.7,29.57,16.3,7.6,7.6
04/02/2019 2:00,91.6,52.6,20.89,9.84,7.6,7.6
04/02/2019 2:15,82.5,46.7,18.25,8.47,7.6,7.6
04/02/2019 2:30,69.8,41.1,16.85,8.11,7.6,7.6
04/02/2019 2:45,85.6,54.5,29.36,14.62,7.6,7.6
04/02/2019 3:00,79.5,52.1,28.08,14.12,7.6,7.6
04/02/2019 3:15,68.4,41.5,20.99,10.86,7.6,7.6
04/02/2019 3:30,80.2,49.7,24.8,13.4,7.6,7.6
04/02/2019 3:45,124.9,77.2,41.65,23.94,7.6,7.6
04/02/2019 4:00,133.1,87.6,48.66,28.51,7.6,7.6
04/02/2019 4:15,105.4,67.6,35.07,19.05,7.6,7.6
04/02/2019 4:30,96,57.4,27.36,14.33,7.6,7.6
04/02/2019 4:45,95.5,60.6,33.59,18.6,7.6,7.6
04/02/2019 5:00,104.5,67,35.07,19.04,7.6,7.6
04/02/2019 5:15,114.5,68.2,34.27,18.33,7.6,7.6
04/02/2019 5:30,103.3,68.1,38.71,22.28,7.6,7.6
04/02/2019 5:45,97.8,68.5,44.46,27.07,7.6,7.6
04/02/2019 6:00,102.6,67.1,38.47,22.24,7.6,7.6
04/02/2019 6:15,99.7,67,38.65,22.24,7.6,7.6
04/02/2019 6:30,99.9,66.1,37.46,21.5,7.6,7.6
04/02/2019 6:45,129.2,79.9,40.58,21.78,7.6,7.6
04/02/2019 7:00,157.8,96.5,42.34,21.2,7.6,7.6
04/02/2019 7:15,245,138.8,51.21,23.62,7.6,7.6
04/02/2019 7:30,333.8,182.4,61.13,26.38,7.6,7.6
04/02/2019 7:45,370.5,201.8,65.57,27.41,7.6,7.6
04/02/2019 8:00,503.4,273.1,83.55,33.34,7.6,7.6
04/02/2019 8:15,527.7,290.6,92.88,39.18,7.6,7.6
04/02/2019 8:30,406.4,227.1,75.2,32.46,7.6,7.6
04/02/2019 8:45,301.2,167.2,58.6,26.03,7.6,7.6
04/02/2019 9:00,162.6,92.2,32.7,15.11,7.6,7.6
04/02/2019 9:15,139.2,77.6,27.99,13.08,7.6,7.6
04/02/2019 9:30,107,61,21.78,9.92,7.6,7.6
04/02/2019 9:45,91.9,52.1,17.87,7.87,7.6,7.6
04/02/2019 10:00,95.6,53.7,18.58,8.16,7.6,7.6
04/02/2019 10:15,68.6,39.3,14.42,6.35,7.6,7.6
04/02/2019 10:30,64.6,34.4,11.39,4.75,7.6,7.6
04/02/2019 10:45,69.8,37.1,10.5,4.06,7.6,7.6
04/02/2019 11:00,47.9,26.7,9.22,3.72,7.6,7.6
04/02/2019 11:15,47.1,25.6,9.33,3.94,7.6,7.6
04/02/2019 11:30,47.4,24.6,8.84,3.58,7.6,7.6
04/02/2019 11:45,66.2,34.7,10.67,4.03,7.6,7.6
04/02/2019 12:00,55.2,29.6,9.96,3.98,7.6,7.6
04/02/2019 12:15,68.4,40.8,10.49,4.14,7.6,7.6
04/02/2019 12:30,73,37.2,10.9,4.18,7.6,7.6
04/02/2019 12:45,73.2,40,10.38,4.18,7.6,7.6
04/02/2019 13:00,84,41.1,10.7,4.01,7.6,7.6
04/02/2019 13:15,127.4,63.5,12.8,4.3,7.6,7.6
04/02/2019 13:30,74.3,37.4,10.67,4.01,7.6,7.6
04/02/2019 13:45,57.2,28,9.75,3.81,7.6,7.6
04/02/2019 14:00,56,30.8,10.29,4.07,7.6,7.6
04/02/2019 14:15,58.1,30.3,9.92,3.99,7.6,7.6
04/02/2019 14:30,54.7,29.7,10.44,4.39,7.6,7.6
04/02/2019 14:45,64.7,39.6,11.22,4.83,7.6,7.6
04/02/2019 0:15,81.3,46.6,18.5,8.74,7.6,7.6
04/02/2019 0:30,85.5,52.2,23.3,11.62,7.6,7.6
04/02/2019 0:45,77.9,46.7,15.53,7.31,7.6,7.6
04/02/2019 1:00,97.6,65.3,36.07,20.66,7.6,7.6
04/02/2019 1:15,93.2,61.4,31.6,16.81,7.6,7.6
04/02/2019 1:30,71.6,45.8,23.19,12.3,7.6,7.6
04/02/2019 1:45,76.4,51.7,29.57,16.3,7.6,7.6
04/02/2019 2:00,91.6,52.6,20.89,9.84,7.6,7.6
04/02/2019 2:15,82.5,46.7,18.25,8.47,7.6,7.6
04/02/2019 2:30,69.8,41.1,16.85,8.11,7.6,7.6
04/02/2019 2:45,85.6,54.5,29.36,14.62,7.6,7.6
04/02/2019 3:00,79.5,52.1,28.08,14.12,7.6,7.6
04/02/2019 3:15,68.4,41.5,20.99,10.86,7.6,7.6
04/02/2019 3:30,80.2,49.7,24.8,13.4,7.6,7.6
04/02/2019 3:45,124.9,77.2,41.65,23.94,7.6,7.6
04/02/2019 4:00,133.1,87.6,48.66,28.51,7.6,7.6
04/02/2019 4:15,105.4,67.6,35.07,19.05,7.6,7.6
04/02/2019 4:30,96,57.4,27.36,14.33,7.6,7.6
04/02/2019 4:45,95.5,60.6,33.59,18.6,7.6,7.6
04/02/2019 5:00,104.5,67,35.07,19.04,7.6,7.6
04/02/2019 5:15,114.5,68.2,34.27,18.33,7.6,7.6
04/02/2019 5:30,103.3,68.1,38.71,22.28,7.6,7.6
04/02/2019 5:45,97.8,68.5,44.46,27.07,7.6,7.6
04/02/2019 6:00,102.6,67.1,38.47,22.24,7.6,7.6
04/02/2019 6:15,99.7,67,38.65,22.24,7.6,7.6
04/02/2019 6:30,99.9,66.1,37.46,21.5,7.6,7.6
04/02/2019 6:45,129.2,79.9,40.58,21.78,7.6,7.6
04/02/2019 7:00,157.8,96.5,42.34,21.2,7.6,7.6
04/02/2019 7:15,245,138.8,51.21,23.62,7.6,7.6
04/02/2019 7:30,333.8,182.4,61.13,26.38,7.6,7.6
04/02/2019 7:45,370.5,201.8,65.57,27.41,7.6,7.6
04/02/2019 8:00,503.4,273.1,83.55,33.34,7.6,7.6
04/02/2019 8:15,527.7,290.6,92.88,39.18,7.6,7.6
04/02/2019 8:30,406.4,227.1,75.2,32.46,7.6,7.6
04/02/2019 8:45,301.2,167.2,58.6,26.03,7.6,7.6
04/02/2019 9:00,162.6,92.2,32.7,15.11,7.6,7.6
04/02/2019 9:15,139.2,77.6,27.99,13.08,7.6,7.6
04/02/2019 9:30,107,61,21.78,9.92,7.6,7.6
04/02/2019 9:45,91.9,52.1,17.87,7.87,7.6,7.6
04/02/2019 10:00,95.6,53.7,18.58,8.16,7.6,7.6
04/02/2019 10:15,68.6,39.3,14.42,6.35,7.6,7.6
04/02/2019 10:30,64.6,34.4,11.39,4.75,7.6,7.6
04/02/2019 10:45,69.8,37.1,10.5,4.06,7.6,7.6
04/02/2019 11:00,47.9,26.7,9.22,3.72,7.6,7.6
04/02/2019 11:15,47.1,25.6,9.33,3.94,7.6,7.6
04/02/2019 11:30,47.4,24.6,8.84,3.58,7.6,7.6
04/02/2019 11:45,66.2,34.7,10.67,4.03,7.6,7.6
04/02/2019 12:00,55.2,29.6,9.96,3.98,7.6,7.6
04/02/2019 12:15,68.4,40.8,10.49,4.14,7.6,7.6
04/02/2019 12:30,73,37.2,10.9,4.18,7.6,7.6
04/02/2019 12:45,73.2,40,10.38,4.18,7.6,7.6
04/02/2019 13:00,84,41.1,10.7,4.01,7.6,7.6
04/02/2019 13:15,127.4,63.5,12.8,4.3,7.6,7.6
04/02/2019 13:30,74.3,37.4,10.67,4.01,7.6,7.6
04/02/2019 13:45,57.2,28,9.75,3.81,7.6,7.6
04/02/2019 14:00,56,30.8,10.29,4.07,7.6,7.6
04/02/2019 14:15,58.1,30.3,9.92,3.99,7.6,7.6
04/02/2019 14:30,54.7,29.7,10.44,4.39,7.6,7.6
04/02/2019 14:45,64.7,39.6,11.22,4.83,7.6,7.6
04/02/2019 15:21,65.3,34.3,11.92,4.88,7.6,7.6
04/02/2019 15:36,63.9,33.4,10.67,4.18,7.6,7.6
04/02/2019 15:51,63.2,34.1,10.83,4.23,7.6,7.6
04/02/2019 16:06,77.1,39.5,11.49,4.34,7.6,7.6
04/02/2019 16:21,66.9,33.9,10.85,4.27,7.6,7.6
04/02/2019 16:36,59.1,31.4,10.75,4.36,7.6,7.6
04/02/2019 16:51,69.9,35.6,11.22,4.48,7.6,7.6
04/02/2019 17:06,68.7,39.5,10.86,4.47,7.6,7.6
04/02/2019 17:21,61.5,34.4,12.51,5.77,7.6,7.6
04/02/2019 17:36,74.7,37.7,12.29,5.27,7.6,7.6
04/02/2019 17:51,72.1,39.8,12.23,4.94,7.6,7.6
04/02/2019 18:06,94.7,49.1,13.76,5.4,7.6,7.6
04/02/2019 18:21,85.9,43.6,12.86,5.14,7.6,7.6
04/02/2019 18:36,98.6,50.1,14.96,6.32,7.6,7.6
04/02/2019 18:51,142.6,69.1,18.74,7.88,7.6,7.6
04/02/2019 19:06,140.4,73.9,18.95,8.04,7.6,7.6
04/02/2019 19:21,157.2,78.6,23.81,11.11,7.6,7.6
04/02/2019 19:36,136.5,70.5,21.32,9.83,7.6,7.6
04/02/2019 19:51,197.2,112.3,22.74,10.47,7.6,7.6
04/02/2019 20:06,75.7,45.7,21.83,12.48,7.6,7.6
04/02/2019 20:21,69.4,42.8,21.27,12.34,7.6,7.6
04/02/2019 20:36,68.9,41.2,19.07,10.68,7.6,7.6
04/02/2019 20:51,83.9,49.3,18.26,9.09,7.6,7.6
04/02/2019 21:06,71.6,42.3,17.03,8.9,7.6,7.6
04/02/2019 21:21,74.8,44.5,20.01,10.78,7.6,7.6
04/02/2019 21:36,121,68.8,24.43,11.3,7.6,7.6
04/02/2019 21:51,68.5,41,17.82,9.39,7.6,7.6
04/02/2019 22:06,61.7,37.1,15.66,8.11,7.6,7.6
04/02/2019 22:21,54.8,32.3,13.62,6.86,7.6,7.6
04/02/2019 22:36,55.6,32.6,12.44,6.01,7.6,7.6
04/02/2019 22:51,55.1,33.3,13.16,6.35,7.6,7.6
04/02/2019 23:06,59.3,34.4,12.97,6.3,7.6,7.6
04/02/2019 23:21,51.8,31.2,12.48,6.15,7.6,7.6
04/02/2019 23:36,81.3,46.2,16.1,6.82,7.6,7.6
04/02/2019 23:51,53.3,31.7,12.39,5.98,7.6,7.6
05/02/2019 0:06,47.9,28.9,11.54,5.52,7.6,7.6
05/02/2019 0:15,40.1,24.4,11.08,5.59,7.6,7.6
05/02/2019 0:30,41,25.7,11.85,6.1,7.6,7.6
05/02/2019 0:45,50.1,30.5,13.33,6.68,7.6,7.6
05/02/2019 1:00,59.7,36.1,17.87,9.49,7.6,7.6
05/02/2019 1:15,55,34.4,16.2,8.6,7.6,7.6
05/02/2019 1:30,49,32.1,15.26,8.02,7.6,7.6
05/02/2019 1:45,54.7,34.3,16.76,8.94,7.6,7.6
05/02/2019 2:00,62.8,40,19.65,10.55,7.6,7.6
05/02/2019 2:15,61.6,40.3,20.48,11.16,7.6,7.6
05/02/2019 2:30,65.6,41.1,19.44,10.3,7.6,7.6
05/02/2019 2:45,60.7,39,19.23,10.41,7.6,7.6
05/02/2019 3:00,53.7,34.7,17.42,9.5,7.6,7.6
05/02/2019 3:15,56.5,34.8,16.09,8.24,7.6,7.6
05/02/2019 3:30,51.8,33.5,16.07,8.45,7.6,7.6
05/02/2019 3:45,51.2,32.7,15.74,8.07,7.6,7.6
05/02/2019 4:00,45.8,30.3,15.24,7.79,7.6,7.6
05/02/2019 4:15,48,31.4,15.81,8.35,7.6,7.6
05/02/2019 4:30,53.8,34.8,18.17,10.31,7.6,7.6
05/02/2019 4:45,44.8,30.1,16.82,9.61,7.6,7.6
05/02/2019 5:00,44.3,30.7,17.49,9.93,7.6,7.6
05/02/2019 5:15,49.5,33.8,18.76,10.89,7.6,7.6
05/02/2019 5:30,45.7,31.8,18.13,10.54,7.6,7.6
05/02/2019 5:45,42.1,29.1,17.61,10.35,7.6,7.6
05/02/2019 6:00,47.8,34.6,23.02,13.31,7.6,7.6
05/02/2019 6:15,58.1,44.5,33.52,19.29,7.6,7.6
05/02/2019 6:30,65.6,43.1,24.8,14.01,7.6,7.6
05/02/2019 6:45,114.8,69.3,30.87,15.66,7.6,7.6
05/02/2019 7:00,122.3,73.9,31.35,15.19,7.6,7.6
05/02/2019 7:15,158.2,93.3,37.38,17.83,7.6,7.6
05/02/2019 7:30,159.4,100.2,44.05,21.31,7.6,7.6
05/02/2019 7:45,165.9,105.1,47.13,22.63,7.6,7.6
05/02/2019 8:00,168.4,104.3,45.82,21.77,7.6,7.6
05/02/2019 8:15,177.6,106.3,45.13,21.47,7.6,7.6
05/02/2019 8:30,129.3,81.3,39.63,21.3,7.6,7.6
05/02/2019 8:45,134.4,83.7,40.79,23.66,7.6,7.6
05/02/2019 9:00,127.6,78.9,38.2,22.48,7.6,7.6
05/02/2019 9:15,97.4,63.2,34.3,21.08,7.6,7.6
05/02/2019 9:30,92.8,61.3,32.24,19.33,7.6,7.6
05/02/2019 9:45,77.6,50.2,25.71,14.74,7.6,7.6
05/02/2019 10:00,56.8,37.3,20.29,11.83,7.6,7.6
05/02/2019 10:15,44.2,26.9,13.34,7.53,7.6,7.6
05/02/2019 10:30,42.3,24.3,10.23,5.16,7.6,7.6
05/02/2019 10:45,54.2,28.2,9.03,4.16,7.6,7.6
05/02/2019 11:00,45,24.8,9.56,4.62,7.6,7.6
05/02/2019 11:15,35.3,19.9,8.74,4.53,7.6,7.6
05/02/2019 11:30,40.5,23,8.23,3.73,7.6,7.6
05/02/2019 11:45,34.6,18.5,7.1,3.08,7.6,7.6
05/02/2019 12:00,28.2,16.8,7.21,3.26,7.6,7.6
05/02/2019 12:15,41.7,23.3,8.79,3.88,7.6,7.6
05/02/2019 12:30,42.9,24.5,9.78,4.73,7.6,7.6
05/02/2019 12:45,39.1,21.5,9.12,4.31,7.6,7.6
05/02/2019 13:00,65,34.4,10.77,4.71,7.6,7.6
05/02/2019 13:15,38.4,21.1,7.89,3.58,7.6,7.6
05/02/2019 13:30,31,17,6.92,3.16,7.6,7.6
05/02/2019 13:45,27.9,16.2,6.84,3.09,7.6,7.6
05/02/2019 14:00,22.3,13.4,6.35,2.89,7.6,7.6
05/02/2019 14:15,21.3,13.4,6.72,3.06,7.6,7.6
05/02/2019 14:30,21.9,13.3,6.08,2.75,7.6,7.6
05/02/2019 14:45,20.8,12.4,5.91,2.69,7.6,7.6
05/02/2019 15:00,29.5,16.5,6.16,2.7,7.6,7.6
05/02/2019 15:15,23.1,12.9,5.6,2.53,7.6,7.6
05/02/2019 15:30,24.3,14.2,6.36,3.03,7.6,7.6
05/02/2019 15:45,32,16.7,6.56,3.04,7.6,7.6
05/02/2019 16:00,38.9,20.3,7.24,3.18,7.6,7.6
05/02/2019 16:15,34.1,18.3,6.74,2.9,7.6,7.6
05/02/2019 16:30,25.8,14.9,6.51,3.05,7.6,7.6
05/02/2019 16:45,27.8,16.6,7.4,3.43,7.6,7.6
05/02/2019 17:00,25.8,15.9,6.83,3.24,7.6,7.6
05/02/2019 17:15,28.8,16.5,7.02,3.29,7.6,7.6
05/02/2019 17:30,23.1,14.7,7.19,3.62,7.6,7.6
05/02/2019 17:45,28.5,17.1,8.11,4.06,7.6,7.6
05/02/2019 18:00,24.2,15.1,7.16,3.59,7.6,7.6
05/02/2019 18:15,27.5,16.8,8.22,4.26,7.6,7.6
05/02/2019 18:30,39.4,21.3,9.48,4.92,7.6,7.6
05/02/2019 18:45,34,20.5,9.95,5.12,7.6,7.6
05/02/2019 19:00,35.2,20.1,8.49,4.28,7.6,7.6
05/02/2019 19:15,45.4,25.7,10.21,5.36,7.6,7.6
05/02/2019 19:30,63.4,36.6,14.58,7.59,7.6,7.6
05/02/2019 19:45,332,233.5,31.95,12.23,7.6,7.6
05/02/2019 20:00,56.9,34,16.45,8.58,7.6,7.6
05/02/2019 20:15,27.1,19.8,13.48,8.16,7.6,7.6
05/02/2019 20:30,30.5,21.8,15.09,9.13,7.6,7.6
05/02/2019 20:45,30.5,23.3,16.31,9.86,7.6,7.6
05/02/2019 21:00,33.1,24.2,17.02,10.2,7.6,7.6
05/02/2019 21:15,57.4,48.1,40.4,27.65,7.6,7.6
05/02/2019 21:30,72.4,59.2,49.42,30.91,7.6,7.6
05/02/2019 21:45,57.2,45.4,36.62,22.31,7.6,7.6
05/02/2019 22:00,48.5,38.3,29.2,17.1,7.6,7.6
05/02/2019 22:15,42.7,33.8,25.9,15.19,7.6,7.6
05/02/2019 22:30,27.5,21.1,15.91,9.69,7.6,7.6
05/02/2019 22:45,24,17.9,12.95,7.64,7.6,7.6
05/02/2019 23:00,35.7,24.7,16.11,9.01,7.6,7.6
05/02/2019 23:15,31.6,23,15.24,8.6,7.6,7.6
05/02/2019 23:30,34.1,25.6,17.83,10.14,7.6,7.6
05/02/2019 23:45,28.3,21.6,15.9,9.2,7.6,7.6
06/02/2019 0:00,30.6,23.8,17.15,10.08,7.6,7.6
06/02/2019 0:15,39.9,30.5,23.67,14.24,7.6,7.6
06/02/2019 0:30,33.6,27.1,21.13,12.5,7.6,7.6
06/02/2019 0:45,30.9,24.4,19.78,11.7,7.6,7.6
06/02/2019 1:00,32.4,25.4,20.17,11.92,7.6,7.6
06/02/2019 1:15,29.1,23.7,19.16,11.32,7.6,7.6
06/02/2019 1:30,29.5,23,18.09,10.54,7.6,7.6
06/02/2019 1:45,30.6,24.4,18.53,10.7,7.6,7.6
06/02/2019 2:00,31.4,24.4,18.37,10.4,7.6,7.6
06/02/2019 2:15,29.2,22.9,17.82,10.11,7.6,7.6
06/02/2019 2:30,31.5,24.7,18.83,10.68,7.6,7.6
06/02/2019 2:45,34.6,26.3,19.71,11.08,7.6,7.6
06/02/2019 3:00,31.6,25.2,19.52,11.21,7.6,7.6
06/02/2019 3:15,33.3,25.8,20.01,11.45,7.6,7.6
06/02/2019 3:30,40.6,31.6,23.03,13.21,7.6,7.6
06/02/2019 3:45,40.1,31.2,23.36,13.39,7.6,7.6
06/02/2019 4:00,38.3,29.9,22.71,12.84,7.6,7.6
06/02/2019 4:15,37.2,29.2,22.13,12.66,7.6,7.6
06/02/2019 4:30,38.5,30.4,22.89,13.18,7.6,7.6
06/02/2019 4:45,41.4,32.8,24.64,14.38,7.6,7.6
06/02/2019 5:00,39.1,30.9,24.21,14.18,7.6,7.6
06/02/2019 5:15,39.5,31.4,24.59,14.3,7.6,7.6
06/02/2019 5:30,45.1,35.4,26.11,15.18,7.6,7.6
06/02/2019 5:45,36.2,29.1,22.62,13.16,7.6,7.6
06/02/2019 6:00,34.4,26.6,20.69,12,7.6,7.6
06/02/2019 6:15,36.2,27,19.49,11.08,7.6,7.6
06/02/2019 6:30,38.5,28.6,19.96,11.09,7.6,7.6
06/02/2019 6:45,37.2,27.6,19.75,11.05,7.6,7.6
06/02/2019 7:00,91.8,68.4,37.23,19.75,7.6,7.6
06/02/2019 7:15,59.9,44.7,30.54,16.5,7.6,7.6
06/02/2019 7:30,59.7,44,28.79,15.28,7.6,7.6
06/02/2019 7:45,68.4,48.8,30.32,15.71,7.6,7.6
06/02/2019 8:00,70.1,50.8,32.13,17.21,7.6,7.6
06/02/2019 8:15,61.5,46.2,31.36,17.57,7.6,7.6
06/02/2019 8:30,78.7,57.4,36.91,20.1,7.6,7.6
06/02/2019 8:45,70.1,51.8,33.44,18.33,7.6,7.6
06/02/2019 9:00,58.8,43.2,27.31,14.95,7.6,7.6
06/02/2019 9:15,52,37.5,23.77,13.05,7.6,7.6
06/02/2019 9:30,59.8,42.5,25.84,13.81,7.6,7.6
06/02/2019 9:45,29.7,21.6,14.02,7.78,7.6,7.6
06/02/2019 10:00,26.9,19.6,12.97,7.36,7.6,7.6
06/02/2019 10:15,26.4,19.2,11.96,6.5,7.6,7.6
06/02/2019 10:30,20.6,15.2,9.87,5.46,7.6,7.6
06/02/2019 10:45,19.9,13.8,8.57,4.75,7.6,7.6
06/02/2019 11:00,21.2,14.3,8.92,4.91,7.6,7.6
06/02/2019 11:15,22.9,15.8,10.05,5.58,7.6,7.6
06/02/2019 11:30,20.7,15.1,9.82,5.42,7.6,7.6
06/02/2019 11:45,24.3,16.2,9.9,5.29,7.6,7.6
06/02/2019 12:00,25.5,17.7,11.27,6.08,7.6,7.6
06/02/2019 12:15,28,20.2,13.77,7.62,7.6,7.6
06/02/2019 12:30,28.3,20.2,14.23,8.06,7.6,7.6
06/02/2019 12:45,29.8,21.6,14.89,8.45,7.6,7.6
06/02/2019 13:00,25.7,17,10.48,5.68,7.6,7.6
06/02/2019 13:15,24.2,15.8,9.25,5.05,7.6,7.6
06/02/2019 13:30,24.1,16.3,10.49,6.32,7.6,7.6
06/02/2019 13:45,18.6,14,9.83,6.31,7.6,7.6
06/02/2019 14:00,15.6,11.5,7.67,4.57,7.6,7.6
06/02/2019 14:15,13.9,10.4,6.92,3.94,7.6,7.6
06/02/2019 14:30,14.1,10.1,6.88,3.79,7.6,7.6
06/02/2019 14:45,16.1,10.6,6.87,3.8,7.6,7.6
06/02/2019 15:00,14.5,10.1,6.5,3.59,7.6,7.6
06/02/2019 15:15,14.9,9.6,5.9,3.27,7.6,7.6
06/02/2019 15:30,13.7,9.1,5.63,3.12,7.6,7.6
06/02/2019 15:45,11.4,7.8,4.72,2.52,7.6,7.6
06/02/2019 16:00,11.4,8,4.94,2.52,7.6,7.6
06/02/2019 16:15,12.4,7.6,4.83,2.52,7.6,7.6
06/02/2019 16:30,9.1,6.9,4.77,2.45,7.6,7.6
06/02/2019 16:45,9.4,6.3,4.22,2.2,7.6,7.6
06/02/2019 17:00,9.4,6.5,4.42,2.34,7.6,7.6
06/02/2019 17:15,8.9,6,4.18,2.18,7.6,7.6
06/02/2019 17:30,9,7,5.43,3.24,7.6,7.6
06/02/2019 17:45,12.2,8.1,5.1,2.76,7.6,7.6
06/02/2019 18:00,11,6.7,4.71,2.58,7.6,7.6
06/02/2019 18:15,9.1,7,5.04,2.88,7.6,7.6
06/02/2019 18:30,7.7,5.7,4.31,2.4,7.6,7.6
06/02/2019 18:45,8.3,6.3,4.46,2.56,7.6,7.6
06/02/2019 19:00,7.7,5.9,4.39,2.51,7.6,7.6
06/02/2019 19:15,9.2,6.7,4.79,2.64,7.6,7.6
06/02/2019 19:30,10.4,7.5,5.26,2.94,7.6,7.6
06/02/2019 19:45,9.9,7.5,5.46,3.14,7.6,7.6
06/02/2019 20:00,12.6,9.7,7.31,4.31,7.6,7.6
06/02/2019 20:15,14.3,10.8,8.09,4.83,7.6,7.6
06/02/2019 20:30,13,9.7,7.13,4.13,7.6,7.6
06/02/2019 20:45,10.8,8.2,6.07,3.37,7.6,7.6
06/02/2019 21:00,7.7,5.7,4.23,2.23,7.6,7.6
06/02/2019 21:15,7.5,5.4,3.94,2.11,7.6,7.6
06/02/2019 21:30,9.9,7,5.16,2.92,7.6,7.6
06/02/2019 21:45,10.5,8.2,6.45,3.9,7.6,7.6
06/02/2019 22:00,14.2,10.8,8.19,4.92,7.6,7.6
06/02/2019 22:15,14.8,11.4,8.91,5.19,7.6,7.6
06/02/2019 22:30,18.4,13.7,9.22,5.06,7.6,7.6
06/02/2019 22:45,19.2,14.2,10.53,5.93,7.6,7.6
06/02/2019 23:00,20.9,15.4,11.24,6.45,7.6,7.6
06/02/2019 23:15,19.7,14.8,11.02,6.29,7.6,7.6
06/02/2019 23:30,17,13.1,9.47,5.29,7.6,7.6
06/02/2019 23:45,18.2,13.9,9.81,5.42,7.6,7.6
07/02/2019 0:00,17.6,12.9,9.29,5.08,7.6,7.6
07/02/2019 0:15,15.7,11.9,8.81,4.82,7.6,7.6
07/02/2019 0:30,14.3,11.3,8.57,4.72,7.6,7.6
